haiku,source
"Their hearts brave the Four
Oceans, The wind and dust of
a thousand miles.",gutenberg
"No one is glad when
a girl is born: By _her_ the
family sets no store.",gutenberg
"When she grows up, she hides
in her room Afraid to look
a man in the face.",gutenberg
"No one cries when
she leaves her home-- Sudden
as clouds when the rain stops.",gutenberg
"She bows her head and composes
her face, Her teeth are pressed on her red lips:
She bows and kneels countless times.",gutenberg
"She must humble
herself even to
the servants.",gutenberg
"_His_ love is distant as
the stars in Heaven, Yet the sunflower
bends toward the sun.",gutenberg
"Their hearts more sundered than water
and fire-- A hundred evils
are heaped upon her.",gutenberg
"Her face will follow
the years’ changes: Her lord
will find new pleasures.",gutenberg
"They that were once like
substance and shadow Are now
as far as Hu from Ch’in.",gutenberg
"Yet Hu and Ch’in shall sooner
meet Than they whose parting is like
Ts’an and Ch’ēn.",gutenberg
"When I was young I played with
a soft brush And was passionately
devoted to reading all sorts of books.",gutenberg
"But then the arrows
began singing at
the frontier.",gutenberg
"And a winged summons
came flying to the
City.",gutenberg
"Although arms were
not my profession, I had
once read Jang-Chū’s war-book.",gutenberg
"I shouted aloud and my cries
rent the air: I felt as though Tung Wu were
already annihilated.",gutenberg
"The scholar’s knife cuts best at its
first use And my dreams hurried on to
the completion of my plan.",gutenberg
"I wanted at a stroke to
clear the Yang-tze and Hsiang, And at a glance to
quell the Tibetans and Hu.",gutenberg
"When my task was done, I should not accept
a barony, But refusing with a bow, retire
to a cottage in the country.",gutenberg
"Flap, flap, the captive bird
in the cage Beating its wings
against the four corners.",gutenberg
"Depressed, depressed the scholar
in the narrow street: Clasping a shadow,
he dwells in an empty house.",gutenberg
"When he goes out, there is nowhere
for him to go: Bunches and brambles
block up his path.",gutenberg
"He composes a memorial,
but it is rejected and unread, He is left stranded,
like a fish in a dry pond.",gutenberg
"Without--he has not a single farthing
of salary: Within--there is not a peck
of grain in his larder.",gutenberg
"His relations upbraid him
for his lack of success: His friends and callers
daily decrease in number.",gutenberg
"I once hoped to pluck
the fruits of life: But now alas,
they are all withered and dry.",gutenberg
"Though one drinks at a river, one cannot
drink more than a bellyful; Enough is good, but
there is no use in satiety.",gutenberg
"The bird in a forest can
perch but on one bough, And this should
be the wise man’s pattern.",gutenberg
"At Pei-mang how they rise
to Heaven, Those high mounds, four
or five in the fields!",gutenberg
"What men lie
buried under
these tombs?",gutenberg
"All of
them were Lords
of the Han world.",gutenberg
"When the dynasty was falling,
tumult and disorder arose, Thieves and
robbers roamed like wild beasts.",gutenberg
"Of earth they have carried away
more than one handful, They have gone into
vaults and opened the secret doors.",gutenberg
"Over everything the
tangled thorns are growing: A herd-boy pushes
through them up the path.",gutenberg
"Down in the thorns rabbits
have made their burrows: The weeds and thistles
will never be cleared away.",gutenberg
"Over the tombs the ploughshare
will be driven And peasants will have their
fields and orchards there.",gutenberg
"They that were once lords of a
thousand hosts Are now become the dust
of the hills and ridges.",gutenberg
"” When I was alive, I wandered in
the streets of the Capital: Now that I am
dead, I am left to lie in the fields.",gutenberg
"In the morning I drove
out from the High Hall: In the evening I
lodged beneath the Yellow Springs.",gutenberg
"When the white sun had sunk in
the Western Chasm I hung up my chariot
and rested my four horses.",gutenberg
"Now, even the mighty
Maker of All Could not bring the
life back to my limbs.",gutenberg
"Shape and substance day
by day will vanish: Hair and teeth will
gradually fall away.",gutenberg
"Forever from of
old men have been so: And none
born can escape this thing.",gutenberg
"Living in retirement beyond the World,
Silently enjoying isolation, I pull the rope of my door
tighter And stuff my window with roots and ferns.",gutenberg
"My spirit is tuned to
the Spring-season: At the fall of the
year there is autumn in my heart.",gutenberg
"Thus imitating
cosmic changes My cottage becomes
a Universe.",gutenberg
"Shady, shady the wood
in front of the Hall: At midsummer
full of calm shadows.",gutenberg
"The south wind follows summer’s
train: With its eddying-puffs it blows
open my coat.",gutenberg
"I am free from
ties and can live a life of
retirement.",gutenberg
"When I rise
from sleep, I play with
books and harp.",gutenberg
"The lettuce in the garden
still grows moist: Of last year’s grain there is
always plenty left.",gutenberg
"Self-support should maintain strict
limits: More than enough
is not what I want.",gutenberg
"I grind millet and make
good wine: When the wine is heated,
I pour it out for myself.",gutenberg
"My little children are
playing at my side, Learning to
talk, they babble unformed sounds.",gutenberg
"These things have made me happy
again And I forget my
lost cap of office.",gutenberg
"Distant, distant I gaze at the white
clouds: With a deep yearning I think of the
Sages of Antiquity.",gutenberg
"In the quiet of the morning
I heard a knock at my door: I threw on my
clothes and opened it myself.",gutenberg
"I asked who it was who had come so
early to see me: He said he was a peasant,
coming with good intent.",gutenberg
"He brought a present of
wine and rice-soup, Believing that I had
fallen on evil days.",gutenberg
"“You live in rags under a
thatched roof And seem to have no
desire for a better lot.",gutenberg
"The rest of mankind have
all the same ambitions: You, too, must
learn to wallow in their mire.",gutenberg
"” “Old man, I am impressed
by what you say, But my soul is
not fashioned like other men’s.",gutenberg
"To drive in their rut I might
perhaps learn: To be untrue to myself
could only lead to muddle.",gutenberg
"Let us drink and enjoy together
the wine you have brought: For my course is set and
cannot now be altered.",gutenberg
"” A long time ago I went
on a journey, Right to the corner
Of the Eastern Ocean.",gutenberg
"The road there Was
long and winding, And stormy
waves Barred my path.",gutenberg
"What made me
Go this
way?",gutenberg
"Hunger drove
me Into
the World.",gutenberg
"I tried hard To fill
my belly: And even a
little Seemed a lot.",gutenberg
"But this was clearly
A bad bargain, So I went
home And lived in idleness.",gutenberg
"High and low, wise and
simple, all busily hoard
up the moments of life.",gutenberg
"How greatly
they err!
",gutenberg
"Therefore I have to the uttermost exposed the
bitterness both of Substance and Shadow, and have made Spirit show how,
by following Nature, we may dissolve this bitterness.",gutenberg
"Heaven and Earth exist
for ever: Mountains and rivers
never change.",gutenberg
"But herbs and trees in perpetual rotation
Are renovated and withered by the dews and frosts: And Man the wise,
Man the divine-- Shall he alone escape this law?",gutenberg
"Fortuitously appearing
for a moment in the World He suddenly
departs, never to return.",gutenberg
"How can he know that
the friends he has left Are missing
him and thinking of him?",gutenberg
"Only the things that
he used remain; They look upon
them and their tears flow.",gutenberg
"Me no magical
arts can save, Though you may hope
for a wizard’s aid.",gutenberg
"I beg you listen
to this advice-- When you can get
wine, be sure to drink it.",gutenberg
"There is
no way to preserve
life.",gutenberg
"Drugs of
Immortality
are instruments of folly.",gutenberg
"I would gladly wander
in Paradise, But it is far
away and there is no road.",gutenberg
"Since the day that I
was joined to you We have shared
all our joys and pains.",gutenberg
"While you rested in the shade,
I left you a while: But till the end
we shall be together.",gutenberg
"Our joint existence
is impermanent: Sadly together
we shall slip away.",gutenberg
"That when the body decays Fame
should also go Is a thought
unendurable, burning the heart.",gutenberg
"Let us strive and
labour while yet we may To
do some deed that men will praise.",gutenberg
"Wine may in truth dispel
our sorrow, But how compare
it with lasting Fame?",gutenberg
"God can only set
in motion: He cannot control
the things he has made.",gutenberg
"Man, the second
of the Three Orders, Owes his
precedence to Me.",gutenberg
"Though I am different from you, We were
born involved in one another: Nor by any means can we
escape The intimate sharing of good and ill.",gutenberg
"The Three
Emperors were saintly
men, Yet to-day--where are they?",gutenberg
"P’ēng lived to a
great age, Yet he went at last, when
he longed to stay.",gutenberg
"And late or soon,
all go: Wise and simple
have no reprieve.",gutenberg
"Wine may bring
forgetfulness, But does
it not hasten old-age?",gutenberg
"If you set your heart
on noble deeds, How do you
know that any will praise you?",gutenberg
"Chill and harsh the year draws
to its close: In my cotton dress
I seek sunlight on the porch.",gutenberg
"In the southern orchard
all the leaves are gone: In the north
garden rotting boughs lie heaped.",gutenberg
"I empty my cup and
drink it down to the dregs: I look towards
the kitchen, but no smoke rises.",gutenberg
"Poems and books lie piled beside
my chair: But the light is going and I shall
not have time to read them.",gutenberg
"My life here is not like the
Agony in Ch’ēn, But often I
have to bear bitter reproaches.",gutenberg
"Let me then remember, to
calm my heart’s distress, That the Sages
of old were often in like case.",gutenberg
"White hair covers my temples, I am
wrinkled and seared beyond repair, And though I have
got five sons, They all hate paper and brush.",gutenberg
"A-shu is eighteen: For
laziness there is
none like him.",gutenberg
"A-hsüan does his
best, But really
loathes the Fine Arts.",gutenberg
"Yung-tuan is

thirteen.",gutenberg
"But
does not
know “six” from “seven.",gutenberg
"” T’ung-tzŭ in his ninth
year Is only concerned
with things to eat.",gutenberg
"If Heaven treats
me like this, What can I
do but fill my cup?",gutenberg
"I built my hut in a zone
of human habitation, Yet near me there
sounds no noise of horse or coach.",gutenberg
"Would you know
how that is
possible?",gutenberg
"A heart that is
distant creates a
wilderness round it.",gutenberg
"I pluck chrysanthemums under
the eastern hedge, Then gaze long at the
distant summer hills.",gutenberg
"The mountain air is fresh at
the dusk of day: The flying birds
two by two return.",gutenberg
"In these things there lies a
deep meaning; Yet when we would express it,
words suddenly fail us.",gutenberg
"My old desire to live in the
Southern Village Was not because I had taken
a fancy to the house.",gutenberg
"But I heard it was a place
of simple-minded men With whom it were a joy to
spend the mornings and evenings.",gutenberg
"Many years I had longed
to settle here: Now at last I have
managed to move house.",gutenberg
"I do not mind if my cottage
is rather small So long as there’s room enough
for bed and mat.",gutenberg
"Often and often the
neighbours come to see me And with brave words
discuss the things of old.",gutenberg
"Rare writings we read together
and praise: Doubtful meanings we examine
together and settle.",gutenberg
"When I was young, I was out
of tune with the herd: My only love
was for the hills and mountains.",gutenberg
"Unwitting I fell into
the Web of the World’s dust And was not
free until my thirtieth year.",gutenberg
"The migrant bird longs
for the old wood: The fish in the tank thinks
of its native pool.",gutenberg
"I had rescued from wildness a patch
of the Southern Moor And, still rustic, I
returned to field and garden.",gutenberg
"My ground covers no more than
ten acres: My thatched cottage
has eight or nine rooms.",gutenberg
"Elms and willows cluster
by the eaves: Peach trees and plum trees
grow before the Hall.",gutenberg
"Hazy, hazy
the distant hamlets
of men.",gutenberg
"Steady the smoke of the half-deserted village,
A dog barks somewhere in the deep lanes, A cock crows at
the top of the mulberry tree.",gutenberg
"At gate and courtyard--no murmur
of the World’s dust: In the empty
rooms--leisure and deep stillness.",gutenberg
"Long I lived checked by the
bars of a cage: Now I have turned again
to Nature and Freedom.",gutenberg
"In the month of June the
grass grows high And round my cottage
thick-leaved branches sway.",gutenberg
"There is not a bird but delights
in the place where it rests: And I
too--love my thatched cottage.",gutenberg
"I have done
my ploughing: I
have sown my seed.",gutenberg
"Again I have
time to sit and
read my books.",gutenberg
"In the narrow lane there are
no deep ruts: Often my friends’
carriages turn back.",gutenberg
"In high spirits I pour
out my spring wine And pluck the
lettuce growing in my garden.",gutenberg
"A gentle rain comes stealing
up from the east And a sweet wind bears
it company.",gutenberg
"My thoughts float idly over the story
of King Chou My eyes wander over the
pictures of Hills and Seas.",gutenberg
"At a single
glance I survey the whole
Universe.",gutenberg
"He will never be
happy, whom such pleasures
fail to please!",gutenberg
"The lingering clouds, rolling,
rolling, And the settled rain, dripping, dripping,
In the Eight Directions--the same dusk.",gutenberg
"The level
lands--one great
river.",gutenberg
"Wine I have, wine I
have: Idly I drink at the
eastern window.",gutenberg
"Longingly--I think
of my friends, But neither
boat nor carriage comes.",gutenberg
"Swiftly
the years, beyond
recall.",gutenberg
"Solemn the stillness
of this fair
morning.",gutenberg
"I will clothe myself
in spring-clothing And visit the
slopes of the Eastern Hill.",gutenberg
"By the mountain-stream a
mist hovers, Hovers a moment,
then scatters.",gutenberg
"There comes a wind blowing
from the south That brushes the
fields of new corn.",gutenberg
"I collected
together All
my friends.",gutenberg
"Loud talk And simple feasting:
Discussion of philosophy,
Investigation of subtleties.",gutenberg
"Tongues loosened
And minds at
one.",gutenberg
"Hearts refreshed
By discharge of
emotion!",gutenberg
"High rises the
Eastern Peak Soaring up
to the blue sky.",gutenberg
"Among the rocks--an
empty hollow, Secret,
still, mysterious!",gutenberg
"Uncarved and unhewn,
Screened by nature with a
roof of clouds.",gutenberg
"Times and Seasons, what
things are you Bringing to my
life ceaseless change?",gutenberg
"I will lodge for ever
in this hollow Where Springs
and Autumns unheeded pass.",gutenberg
"All night I could
not sleep Because of the
moonlight on my bed.",gutenberg
"I kept on hearing
a voice calling: Out of Nowhere,
Nothing answered “yes.",gutenberg
"” I will carry my coat and
not put on my belt; With unpainted eyebrows
I will stand at the front window.",gutenberg
"My tiresome petticoat
keeps on flapping about; If it opens a little,
I shall blame the spring wind.",gutenberg
"I heard my love was
going to Yang-chou And went with
him as far as Ch’u-shan.",gutenberg
"For a moment when you held
me fast in your outstretched arms I thought the river
stood still and did not flow.",gutenberg
"I have brought my pillow and am
lying at the northern window, So come to
me and play with me awhile.",gutenberg
"With so much quarrelling
and so few kisses How long do you
think our love can last?",gutenberg
"Her door opened on the white water Close
by the side of the timber bridge: That’s where the little lady
lived All alone without a lover.",gutenberg
"Green rushes with red shoots, Long leaves
bending to the wind-- You and I in the same boat
Plucking rushes at the Five Lakes.",gutenberg
"We started at dawn from
the orchid-island: We rested under
the elms till noon.",gutenberg
"You and I plucking
rushes Had not plucked a handful
when night came!",gutenberg
"“Seeing the plum-tree I thought of the Western
Island And I plucked a branch to send
to the North Country.",gutenberg
"I put on my dress of
apricot-yellow silk And bound up my hair
black as the crow’s wing.",gutenberg
"But which is the road
that leads to the Western
Island?",gutenberg
"I’ll ask the man at
the ferry by the
Bridge of Boats.",gutenberg
"But the sun is sinking and the
orioles flying home: And the wind is blowing
and sighing in the walnut-tree.",gutenberg
"I’ll stand under the tree just
beside the gate: I’ll stand by the door
and show off my enamelled hair-pins.",gutenberg
"” She’s opened the gate, but
her lover has not come: She’s gone out
at the gate to pluck red lotus.",gutenberg
"As she plucks the lotus on the
southern dyke in autumn, The lotus flowers
stand higher than a man’s head.",gutenberg
"She bends down--and plays with
the lotus seeds, The lotus
seeds are green like the lake-water.",gutenberg
"She gathers the flowers and
puts them into her gown-- The lotus-bud
that is red all through.",gutenberg
"She thinks of her lover, her lover
that does not come: She looks up and sees the wild geese flying--
The Western Island is full of wild geese.",gutenberg
"To look for her
lover she climbs
the Blue Tower.",gutenberg
"The tower is high: she
looks, but cannot see: All day she leans
on the balcony rails.",gutenberg
"The rail is
twisted into
a twelve-fold pattern.",gutenberg
"She lets fall her
hand white like the colour
of jade.",gutenberg
"She rolls up the awning,
she sees the wide sky, And the sea-water
waving its vacant blue.",gutenberg
"“The sea shall carry my dreams far
away, So that you shall be sorry
at last for my sorrow.",gutenberg
"If the South wind--only knew my
thoughts It would blow my dreams till they got
to the Western Island.",gutenberg
"” I was brought up under
the Stone Castle: My window opened
on to the castle tower.",gutenberg
"In the castle were
beautiful young men Who waved to me as
they went in and out.",gutenberg
"Chiang-nan is a glorious
and beautiful land, And Chin-ling an
exalted and kingly province!",gutenberg
"The green canals of the city
stretch on and on And its high towers
stretch up and up.",gutenberg
"Flying gables lean over
the bridle-road: Drooping willows cover
the Royal Aqueduct.",gutenberg
"Shrill flutes sing by the coach’s
awning, And reiterated
drums bang near its painted wheels.",gutenberg
"The names of the
deserving shall be carved
on the Cloud Terrace.",gutenberg
"And for those who
have done valiantly
rich reward awaits.",gutenberg
"Now late I follow Time’s
Necessity: Mounting a barricade
I pacify remote tribes.",gutenberg
"Discarding my sash I don a
coat of rhinoceros-skin: Rolling up my
skirts I shoulder a black bow.",gutenberg
"Even at the very
start my strength fails: What will become of me
before it’s all over?",gutenberg
"Red hills lie athwart us
as a menace in the west, And fiery
mountains glare terrible in the south.",gutenberg
"The body burns, the
head aches and throbs: If a bird light here, its
soul forthwith departs.",gutenberg
"Warm springs Pour from
cloudy pools And hot smoke issues
between the rocks.",gutenberg
"The sun and moon are
perpetually obscured: The
rain and dew never stay dry.",gutenberg
"There are red serpents
a hundred feet long, And black snakes
ten girths round.",gutenberg
"The sand-spitters shoot their poison at
the sunbeams: The flying insects are
ill with the shifting glare.",gutenberg
"The hungry monkeys dare not
come down to eat: The morning birds
dare not set out to fly.",gutenberg
"At the Ching river many die
of poison: Crossing the Lu one is lucky
if one is only ill.",gutenberg
"Our living feet
walk on dead ground: Our high
wills surmount the snares of Fate.",gutenberg
"The Spear-boat General
got but little honour: The
Wave-subduer met with scant reward.",gutenberg
"If our Prince still grudges the things
that are easy to give, Can he hope that his
soldiers will give what is hardest to give?",gutenberg
"“I heard at night your
long sighs And knew that you
were thinking of me.",gutenberg
"” As she spoke, the doors of Heaven
opened And our souls conversed
and I saw her face.",gutenberg
"She set me a
pillow to rest on And
she brought me meat and drink.",gutenberg
"I stood beside her where she lay, But suddenly
woke and she was not there: And none knew how my soul was torn, How
the tears fell surging over my breast.",gutenberg
"In the high trees--many doleful
winds: The ocean waters--lashed
into waves.",gutenberg
"If the sharp sword be not
in your hand, How can you hope your friends
will remain many?",gutenberg
"Do you not
see that sparrow
on the fence?",gutenberg
"Seeing the hawk
it casts itself
into the snare.",gutenberg
"The fowler to catch the
sparrow is delighted: The Young Man to
see the sparrow is grieved.",gutenberg
"He takes his sword and
cuts through the netting: The yellow sparrow
flies away, away.",gutenberg
"Away, away, up
to the blue sky And down again
to thank the Young Man.",gutenberg
"A beautiful place
is the town of Lo-yang: The big streets
are full of spring light.",gutenberg
"The lads go driving out with harps
in their hands: The mulberry girls go out
to the fields with their baskets.",gutenberg
"Golden whips
glint at the
horses’ flanks.",gutenberg
"Gauze sleeves
brush the green
boughs.",gutenberg
"Racing dawn, the carriages
come home,-- And the girls with their high baskets
full of fruit.",gutenberg
"My bed is so empty that
I keep on waking up: As the cold increases,
the night-wind begins to blow.",gutenberg
"It rustles the curtains, making
a noise like the sea: Oh that those were waves
which could carry me back to you!",gutenberg
"Entering the Hall, she
meets the new wife: Leaving the gate, she runs
into her former husband.",gutenberg
"Words stick: she does not manage to
say anything: She presses her hands
together and hesitates.",gutenberg
"Agitates moon-like fan--sheds pearl-like tears-- Realizes
she loves him just as much as ever: That her present
pain will never come to an end.",gutenberg
"Who says That it’s by my
desire, This separation,
this living so far from you?",gutenberg
"My dress still smells of the
lavender you gave: My hand still holds
the letter that you sent.",gutenberg
"Round my waist I wear
a double sash: I dream that it binds us
both with a same-heart knot.",gutenberg
"Did not you know that people
hide their love, Like a flower that seems too
precious to be picked?",gutenberg
"Of marsh-mallows my
boat is made, The
ropes are lily-roots.",gutenberg
"The pole-star is
athwart the sky: The
moon sinks low.",gutenberg
"It’s at
the ferry I’m plucking
lilies.",gutenberg
"But it might be the Yellow River--
So afraid you seem of the wind and waves, So long
you tarry at the crossing.",gutenberg
"The road that I came by mounts
eight thousand feet: The river that I
crossed hangs a hundred fathoms.",gutenberg
"The brambles
so thick that in summer
one cannot pass!",gutenberg
"The snow so
high that in winter
one cannot climb!",gutenberg
"With branches that interlace
Lung Valley is dark: Against cliffs that tower
one’s voice beats and echoes.",gutenberg
"I turn my head, and it
seems only a dream That I ever
lived in the streets of Hsien-yang.",gutenberg
"The evening river is level
and motionless-- The spring colours
just open to their full.",gutenberg
"Suddenly a wave carries
the moon away And the tidal water
comes with its freight of stars.",gutenberg
"Kao Huan, that
son of a mouse Dared
to attack King Pi.",gutenberg
"But at the first stroke of sword
and bow, The aggressor’s plot
recoiled on himself.",gutenberg
"Tchirek River Lies under the
Dark Mountains: Where the sky is like the sides of a
tent Stretched down over the Great Steppe.",gutenberg
"The sky is gray, gray: And the
steppe wide, wide: Over grass that the wind has battered
low Sheep and oxen roam.",gutenberg
"Business men boast of their skill
and cunning But in philosophy they
are like little children.",gutenberg
"Bragging to each other of successful
depredations They neglect to consider the
ultimate fate of the body.",gutenberg
"“Tell me now, what should a
man want But to sit alone, sipping
his cup of wine?",gutenberg
"Then I could jog through a
happy five-score years And, at the
end, need no Paradise.",gutenberg
"These days, continually
fuddled with drink, I fail to satisfy
the appetites of the soul.",gutenberg
"But seeing men all
behaving like drunkards, How can I
alone remain sober?",gutenberg
"“His subjects were always original,
but his poems are seldom worth quoting,” is
a Chinese opinion of him.",gutenberg
"I loved you dearly,
Stone Fish Lake, With your rock-island shaped
like a swimming fish!",gutenberg
"On the fish’s back is
the Wine-cup Hollow And round the fish,--the flowing
waters of the Lake.",gutenberg
"The boys on the shore sent little
wooden ships, Each made to carry a
single cup of wine.",gutenberg
"The island-drinkers emptied
the liquor-boats And set their sails and
sent them back for more.",gutenberg
"On the shores of the Lake were
jutting slabs of rock And under the rocks
there flowed an icy stream.",gutenberg
"Heated with wine, to rinse
our mouths and hands In those cold waters
was a joy beyond compare!",gutenberg
"Of gold and jewels I
have not any need; For Caps and
Coaches I do not care at all.",gutenberg
"But I wish I could sit on the
rocky banks of the Lake For ever and ever
staring at the Stone Fish.",gutenberg
"Above the lake are deep
mountain valleys, And men dwelling
whose hearts are without guile.",gutenberg
"Gay like children, they swarm
to the tops of the trees; And run to
the water to catch bream and trout.",gutenberg
"Their pleasures are the same as
those of beasts and birds; They put no restraint
either on body or mind.",gutenberg
"Far I have wandered throughout
the Nine Lands; Wherever I went such
manners had disappeared.",gutenberg
"I find myself standing and
wondering, perplexed, Whether Saints and Sages
have really done us good.",gutenberg
"The hills and rivers
of the lowland country You
have made your battle-ground.",gutenberg
"How do you suppose
the people who live there Will
procure “firewood and hay”?",gutenberg
"Do not let me hear you talking together
About titles and promotions; For a single general’s
reputation Is made out of ten thousand corpses.",gutenberg
"Families, when a
child is born Want it to
be intelligent.",gutenberg
"I, through intelligence, Having
wrecked my whole life, Only hope the baby will
prove Ignorant and stupid.",gutenberg
"Then he will crown a tranquil
life By becoming a Cabinet
Minister.",gutenberg
"An old man selling
charms in a cranny of
the town wall.",gutenberg
"He writes out spells
to bless the silkworms and spells
to protect the corn.",gutenberg
"With the money he
gets each day he only
buys wine.",gutenberg
"But he does not worry
when his legs get wobbly, For he
has a boy to lean on.",gutenberg
"Away and away
I sail in my light boat; My heart leaps with
a great gust of joy.",gutenberg
"Through the leafless branches I
see the temple in the wood; Over the dwindling
stream the stone bridge towers.",gutenberg
"Down the grassy lanes sheep
and oxen pass; In the misty
village cranes and magpies cry.",gutenberg
"Back in my home I drink
a cup of wine And need not fear
the greed of the evening wind.",gutenberg
"In the southern village
the boy who minds the ox With his naked
feet stands on the ox’s back.",gutenberg
"Through the hole in his coat
the river wind blows; Through his broken
hat the mountain rain pours.",gutenberg
"On the long dyke he seemed to
be far away; In the narrow lane
suddenly we were face to face.",gutenberg
"The boy is home and the
ox is back in its stall; And a dark smoke
oozes through the thatched roof.",gutenberg
"Of Spring water,--thirty
or forty miles: In the
evening sunlight,--three or four houses.",gutenberg
"Youths and boys minding
geese and ducks: Women and girls tending
mulberries and hemp.",gutenberg
"The place,--remote: their coats
and scarves old: The year,--fruitful: their
talk and laughter gay.",gutenberg
"The old wanderer moors
his flat boat And staggers up the bank to
pluck wistaria flowers.",gutenberg
"The little cart
jolting and banging through the
yellow haze of dusk.",gutenberg
"The man pushing
behind: the woman
pulling in front.",gutenberg
"They have left the city
and do not know where
to go.",gutenberg
"“Green, green, those elm-tree leaves: _they_ will cure
my hunger, If only we could find some quiet
place and sup on them together.",gutenberg
"” The wind has flattened the yellow
mother-wort: Above it in the distance they
see the walls of a house.",gutenberg
"“_There_ surely must be
people living who’ll give you
something to eat.",gutenberg
"” They tap at the door, but
no one comes: they look in, but
the kitchen is empty.",gutenberg
"They stand hesitating
in the lonely road and their
tears fall like rain.",gutenberg
"Since I left my home
to seek official state Seven
years I have lived in Ch’ang-an.",gutenberg
"What
have I
gained?",gutenberg
"We have roamed on horseback under
the flowering trees; We have walked in the snow
and warmed our hearts with wine.",gutenberg
"We have met and parted at
the Western Gate And neither of us
bothered to put on Cap or Belt.",gutenberg
"We did not go up together
for Examination; We were not serving in
the same Department of State.",gutenberg
"The bond that joined us
lay deeper than outward things; The rivers
of our souls spring from the same well!",gutenberg
"I look down on
the Twelve City Streets:-- Red dust
flanked by green trees!",gutenberg
"Coaches and horsemen alone
fill my eyes; I do not see whom my
heart longs to see.",gutenberg
"Of all that walk on
the North-South Road There is not one that I care
for more than the rest!",gutenberg
"At the palace doors the smell of
meat and wine; On the road the bones of
one who was frozen to death.",gutenberg
"Ten leagues riding, always
facing to the North; The cold wind
almost blew off my ears.",gutenberg
"I waited for the bell outside
the Five Gates; I waited for the summons
within the Triple Hall.",gutenberg
"My hair and beard were frozen
and covered with icicles; My coat
and robe--chilly like water.",gutenberg
"At the western window I
paused from writing rescripts; The pines and bamboos
were all buried in stillness.",gutenberg
"The moon rose and a
calm wind came; Suddenly, it was like
an evening in the hills.",gutenberg
"And so, as I dozed, I dreamed
of the South West And thought I was staying
at the Hsien-yu Temple.",gutenberg
"When I woke and heard the dripping
of the Palace clock I still thought it the
murmur of a mountain stream.",gutenberg
"The snow has
gone from Chung-nan; spring is
almost come.",gutenberg
"Lovely in the distance
its blue colours, against the
brown of the streets.",gutenberg
"A thousand coaches, ten thousand
horsemen pass down the Nine Roads; Turns his head
and looks at the mountains,--not one man!",gutenberg
"We talked together
in the Yung-shou Temple; We parted to the
north of the Hsin-ch’ang dyke.",gutenberg
"Going home--I shed a
few tears, Grieving about
things,--not sorry for you.",gutenberg
"Long, long the road to
Lan-t’ien; You said yourself you would
not be able to write.",gutenberg
"Reckoning up your halts
for eating and sleeping-- By this time
you’ve crossed the Shang mountains.",gutenberg
"Last night the clouds scattered
away; A thousand leagues, the
same moonlight scene.",gutenberg
"When dawn came, I dreamt I saw
your face; It must have been that you
were thinking of me.",gutenberg
"In my dream, I thought I
held your hand And asked you to tell
me what your thoughts were.",gutenberg
"And _you_ said: “I miss you
bitterly, But there’s no one here to
send to you with a letter.",gutenberg
"” When I awoke, before
I had time to speak, A knocking on
the door sounded “Doong, doong!",gutenberg
"” They came and told me a
messenger from Shang-chou Had brought a
letter,--a single scroll from you!",gutenberg
"Up from my pillow I
suddenly sprang out of bed, And
threw you my clothes, all topsy-turvy.",gutenberg
"I undid the knot and
saw the letter within; A single sheet
with thirteen lines of writing.",gutenberg
"At the top it told the sorrows
of an exile’s heart; At the bottom it described
the pains of separation.",gutenberg
"The sorrows and pains took
up so much space There was no room left
to talk about the weather!",gutenberg
"But you said that when you wrote You were staying for the
night to the east of Shang-chou; Sitting alone, lighted by a solitary
candle Lodging in the mountain hostel of Yang-Ch’ēng.",gutenberg
"Night was late when you
finished writing, The mountain moon
was slanting towards the west.",gutenberg
"What is it
lies aslant across
the moon?",gutenberg
"A single tree of purple _paulovnia_ flowers--
Paulovnia flowers just on the point of falling Are a
symbol to express “thinking of an absent friend.",gutenberg
"” Lovingly--you wrote on the back
side, To send in the letter, your “Poem of
the Paulovnia Flower.",gutenberg
"” The Poem of the Paulovnia
Flower has eight rhymes; Yet these eight couplets have
cast a spell on my heart.",gutenberg
"They have taken hold of this
morning’s thoughts And carried them to yours, the
night you wrote your letter.",gutenberg
"The whole poem
I read three times; Each verse ten
times I recite.",gutenberg
"So precious to me are the
fourscore words That each letter changes
into a bar of gold!",gutenberg
"When the yellow bird’s note was almost stopped; And half
formed the green plum’s fruit; Sitting and grieving that spring things were over,
I rose and entered the Eastern Garden’s gate.",gutenberg
"I carried my cup and was
dully drinking alone: Suddenly I
heard a knocking sound at the door.",gutenberg
"Dwelling secluded, I was
glad that someone had come; How much the more,
when I saw it was Ch’ēn Hsiung!",gutenberg
"At ease and leisure,--all day
we talked; Crowding and jostling,--the
feelings of many years.",gutenberg
"How great a
thing is a single
cup of wine!",gutenberg
"For it makes us
tell the story of
our whole lives.",gutenberg
"When I was almost forty
I had a daughter whose name
was Golden Bells.",gutenberg
"Now it is just a year since
she was born; She is learning to
sit and cannot yet talk.",gutenberg
"Ashamed,--to find that I have
not a sage’s heart: I cannot resist
vulgar thoughts and feelings.",gutenberg
"Henceforward I am
tied to things outside myself: My only reward,--the
pleasure I am getting now.",gutenberg
"If I am spared the grief of
her dying young, Then I shall have the
trouble of getting her married.",gutenberg
"My plan for retiring
and going back to the hills Must now
be postponed for fifteen years!",gutenberg
