Unnamed: 0,0,1,2,3,4,5,6,7,8,haiku,lang,0_syllables,1_syllables,2_syllables,3_syllables,4_syllables,5_syllables,6_syllables,7_syllables,8_syllables
5528,honking through the darkness,long before their shapes:,the twilight geese,,,,,,,"honking through the darkness
long before their shapes:
the twilight geese",en,6,5,4,,,,,,
5529,steamy sex,in the church parking lot -,amazing Grace,,,,,,,"steamy sex
in the church parking lot -
amazing Grace",en,3,6,4,,,,,,
5530,the pastor's daughter,her Sunday dress,the color of bruises,,,,,,,"the pastor's daughter
her Sunday dress
the color of bruises",en,5,4,6,,,,,,
5531,after the bell,just the rain on the umbrellas,ashes to ashes,,,,,,,"after the bell
just the rain on the umbrellas
ashes to ashes",en,4,8,5,,,,,,
5532,for just a moment,the warmth of our tears,cold rain,,,,,,,"for just a moment
the warmth of our tears
cold rain",en,5,"5,6",2,,,,,,
5533,final approach -,she pencils in,her eyebrows,,,,,,,"final approach -
she pencils in
her eyebrows",en,4,4,3,,,,,,
5534,melting snow -,an unfinished,haiku,,,,,,,"melting snow -
an unfinished
haiku",en,3,4,2,,,,,,
5535,the Dow falls -,rose petals,in the wind,,,,,,,"the Dow falls -
rose petals
in the wind",en,3,3,3,,,,,,
5536,between doses,of cough medicine,silence,,,,,,,"between doses
of cough medicine
silence",en,4,5,2,,,,,,
5563,following me,downriver to work:,the pastel moon,,,,,,,"following me
downriver to work:
the pastel moon",en,4,5,4,,,,,,
5564,sharp night,a thin plume of smoke,from the fire station,,,,,,,"sharp night
a thin plume of smoke
from the fire station",en,2,5,"5,6",,,,,,
5565,closet renovation--,removing all her clothes,she nails the carpenter,,,,,,,"closet renovation--
removing all her clothes
she nails the carpenter",en,6,6,6,,,,,,
5566,afternoon tryst ...,thunder bangs overhead,in the sticky heat,,,,,,,"afternoon tryst ...
thunder bangs overhead
in the sticky heat",en,4,6,5,,,,,,
5593,twilight,a cricket's ,sudden silence,,,,,,,"twilight
a cricket's 
sudden silence",en,2,3,4,,,,,,
5594,fou lenten muin -,efter the nicht,...festin,,,,,,,"fou lenten muin -
efter the nicht
...festin",en,4,4,0,,,,,,
5598,budget cuts --,a crescent moon,on the horizon,,,,,,,"budget cuts --
a crescent moon
on the horizon",en,3,4,5,,,,,,
5599,Ash Wednesday --,a dusting,of snow,,,,,,,"Ash Wednesday --
a dusting
of snow",en,3,3,2,,,,,,
5600,police sirens --,another night,without the moon,,,,,,,"police sirens --
another night
without the moon",en,4,4,4,,,,,,
5601,on my smartphone,mount fuji in the sunset,morning coffee ---,,,,,,,"on my smartphone
mount fuji in the sunset
morning coffee ---",en,4,7,4,,,,,,
5602,between train tracks,recumbent beer bottles,beset by frost,,,,,,,"between train tracks
recumbent beer bottles
beset by frost",en,4,6,4,,,,,,
5603,the line of poplars,blackens a mackerel sky...,February blues,,,,,,,"the line of poplars
blackens a mackerel sky...
February blues",en,5,7,5,,,,,,
5604,partly cloudy?,I remember the face,but not the name,,,,,,,"partly cloudy?
I remember the face
but not the name",en,4,6,4,,,,,,
5605,intertwined,"in my washing machine,",my daughter's bras,and the jeans of,her latest boyfriend,,,,,"intertwined
in my washing machine,
my daughter's bras
and the jeans of
her latest boyfriend",en,3,6,4,4,5,,,,
5606,whiskey moon?,a morning after,at the bottle?s end,,,,,,,"whiskey moon?
a morning after
at the bottle?s end",en,3,5,5,,,,,,
5607,a lake,brimming with mountains?,trout ripple the sky,,,,,,,"a lake
brimming with mountains?
trout ripple the sky",en,2,5,5,,,,,,
5622,in my rear view mirror,the moon,on full beam,,,,,,,"in my rear view mirror
the moon
on full beam",en,6,2,3,,,,,,
5623,hard frost,wrapping myself up against,the breakfast news,,,,,,,"hard frost
wrapping myself up against
the breakfast news",en,2,7,4,,,,,,
5624,winter bleak,under the rail bridge,graffiti blooms,,,,,,,"winter bleak
under the rail bridge
graffiti blooms",en,3,5,4,,,,,,
5626,seed catalog,the colours of,a winter daydream,,,,,,,"seed catalog
the colours of
a winter daydream",en,4,4,5,,,,,,
5628,cabin walls ,feeling my way through,a wilderness night,,,,,,,"cabin walls 
feeling my way through
a wilderness night",en,3,5,5,,,,,,
5629,against my skin,the roughness of firewood,hoar frost,,,,,,,"against my skin
the roughness of firewood
hoar frost",en,4,"6,7",2,,,,,,
5630,my umbrella,flipped in the wind?,uncertain days,,,,,,,"my umbrella
flipped in the wind?
uncertain days",en,4,4,4,,,,,,
5631,bings o sawins,alang the watterside,...quait,,,,,,,"bings o sawins
alang the watterside
...quait",en,5,6,0,,,,,,
5634,rain on the river? ,when does white become,its darkest colour --,,,,,,,"rain on the river? 
when does white become
its darkest colour --",en,5,5,5,,,,,,
5635,waiting for the train,a huddled mass,of smartphones,,,,,,,"waiting for the train
a huddled mass
of smartphones",en,5,4,3,,,,,,
5636,zazen?,that fly battering itself,against the sunny window,,,,,,,"zazen?
that fly battering itself
against the sunny window",en,2,7,7,,,,,,
5637,morning meditation -- ,a steaming,manhole cover,,,,,,,"morning meditation -- 
a steaming
manhole cover",en,6,3,4,,,,,,
5638,winter rain --,the dog and I,exchange sighs,,,,,,,"winter rain --
the dog and I
exchange sighs",en,3,4,3,,,,,,
5640,asleep at the wheel,the ghost cabbie,of my nightmares,,,,,,,"asleep at the wheel
the ghost cabbie
of my nightmares",en,5,4,4,,,,,,
5641,gibbous moon --,she's not telling,the whole truth,,,,,,,"gibbous moon --
she's not telling
the whole truth",en,3,4,3,,,,,,
5642,two-hour meeting --,shadows creep,across the table,,,,,,,"two-hour meeting --
shadows creep
across the table",en,3,3,5,,,,,,
5643,frost on the windshield --,I remember how much,I drank last night,,,,,,,"frost on the windshield --
I remember how much
I drank last night",en,5,6,4,,,,,,
5644,leap year,looking a her twins,a squinting woman ---,,,,,,,"leap year
looking a her twins
a squinting woman ---",en,2,5,5,,,,,,
5645,less cars,in front of the brothels,valentine's day ---,,,,,,,"less cars
in front of the brothels
valentine's day ---",en,2,6,4,,,,,,
5646,heavy snowfall,a hawk on a fence post,almost white,,,,,,,"heavy snowfall
a hawk on a fence post
almost white",en,4,6,3,,,,,,
5649,evening coffee?,wisps of fog rise,from the bayou,,,,,,,"evening coffee?
wisps of fog rise
from the bayou",en,4,4,4,,,,,,
5650,the lilac in bud?,a cloud with storm in it,swells over the bay,,,,,,,"the lilac in bud?
a cloud with storm in it
swells over the bay",en,5,6,5,,,,,,
5651,homesick?,sundown just behind,the fence,,,,,,,"homesick?
sundown just behind
the fence",en,2,5,2,,,,,,
5652,spitting seeds,into a blue sky?,the old elm,,,,,,,"spitting seeds
into a blue sky?
the old elm",en,3,5,3,,,,,,
5662,saffron smudges,in the evening sky . . . , birdsong,,,,,,,"saffron smudges
in the evening sky . . . 
 birdsong",en,4,5,2,,,,,,
5663,snow flurries --,trying to remember,when I first turned gray,,,,,,,"snow flurries --
trying to remember
when I first turned gray",en,3,"5,6",5,,,,,,
5664,secluded highway --,we turn,the radio off,,,,,,,"secluded highway --
we turn
the radio off",en,5,2,5,,,,,,
5665,winter rain --,a birthday reminder,for a dead friend,,,,,,,"winter rain --
a birthday reminder
for a dead friend",en,3,6,4,,,,,,
5666,stopping,for the fire truck,cicadas,,,,,,,"stopping
for the fire truck
cicadas",en,2,"4,5",3,,,,,,
5667,sneaking out,thru' the bathroom window,steam meets fog,,,,,,,"sneaking out
thru' the bathroom window
steam meets fog",en,3,6,3,,,,,,
5668,first glimpse,of her mastectomy bra,winter rose,,,,,,,"first glimpse
of her mastectomy bra
winter rose",en,2,7,3,,,,,,
5669,hospice verandah ... ,a girl opens her mouth,to spring rain,,,,,,,"hospice verandah ... 
a girl opens her mouth
to spring rain",en,5,6,"3,4",,,,,,
5670,surge of the wind ...,talk of war fading,into silence,,,,,,,"surge of the wind ...
talk of war fading
into silence",en,4,5,4,,,,,,
5671,first kiss --,behind the bookshelf,her scent lingers,,,,,,,"first kiss --
behind the bookshelf
her scent lingers",en,2,5,4,,,,,,
5672,blind date,cobra tattoo rising,from her cleavage,,,,,,,"blind date
cobra tattoo rising
from her cleavage",en,2,6,4,,,,,,
5673,summer's end,my footprints in the sand,a little deeper,,,,,,,"summer's end
my footprints in the sand
a little deeper",en,3,6,5,,,,,,
5674,almost spring,the florist waters,her sidewalk,,,,,,,"almost spring
the florist waters
her sidewalk",en,"3,4",5,3,,,,,,
5675,evening calm,pot smoke wafts up,from under the bridge,,,,,,,"evening calm
pot smoke wafts up
from under the bridge",en,3,4,5,,,,,,
5676,family dinner,our teen speaks,in hashtags,,,,,,,"family dinner
our teen speaks
in hashtags",en,"4,5","3,4",3,,,,,,
5677,long winding road,the length,of our quarrel,,,,,,,"long winding road
the length
of our quarrel",en,4,2,"4,5",,,,,,
5678,spring storm?,a small blue feather,in the cat?s whiskers,,,,,,,"spring storm?
a small blue feather
in the cat?s whiskers",en,"2,3",5,5,,,,,,
5679,the bottle empty,but my head still,full of you,"beyond the window,",a low-hanging moon,,,,,"the bottle empty
but my head still
full of you
beyond the window,
a low-hanging moon",en,5,4,3,5,3,,,,
5680,bedtime story? ,scribbles of rain,across the window,,,,,,,"bedtime story? 
scribbles of rain
across the window",en,4,4,5,,,,,,
5683,subway station,ads as only light,the day after the bombs,,,,,,,"subway station
ads as only light
the day after the bombs",en,4,5,6,,,,,,
5685,petals in the wind . . .,my neighbors practise,tai-chi,,,,,,,"petals in the wind . . .
my neighbors practise
tai-chi",en,5,5,1,,,,,,
5686,between sunrise,and my bed,an owl flies home,,,,,,,"between sunrise
and my bed
an owl flies home",en,4,3,4,,,,,,
5687,a dog?s bark,wavers in the wind,evening shadows,,,,,,,"a dog?s bark
wavers in the wind
evening shadows",en,3,5,4,,,,,,
5688,another year?,those crossed out names,in my address book,,,,,,,"another year?
those crossed out names
in my address book",en,4,4,5,,,,,,
5689,my neighbor?s,apricot tree is blooming,secondhand love,,,,,,,"my neighbor?s
apricot tree is blooming
secondhand love",en,3,7,4,,,,,,
5690,overcast,the first blooms,of apricot,,,,,,,"overcast
the first blooms
of apricot",en,3,3,4,,,,,,
5712,bygaun thayr tuim hoose -,her peerie pree,aye on the lozen,,,,,,,"bygaun thayr tuim hoose -
her peerie pree
aye on the lozen",en,5,5,5,,,,,,
5713,on the edge,of almost too far,crushed chili pepper,,,,,,,"on the edge
of almost too far
crushed chili pepper",en,3,5,5,,,,,,
5714,picket fence,i bury my cat,on the sunny side,,,,,,,"picket fence
i bury my cat
on the sunny side",en,3,5,5,,,,,,
5715,all the quiet,gone from the pond,first bullfrog,,,,,,,"all the quiet
gone from the pond
first bullfrog",en,4,4,3,,,,,,
5716,St. Patrick's Day --,the first green buds,on the old tree,,,,,,,"St. Patrick's Day --
the first green buds
on the old tree",en,4,4,4,,,,,,
5717,writer's block --,heating up,the leftovers,,,,,,,"writer's block --
heating up
the leftovers",en,3,3,4,,,,,,
5718,starless night --,I finish the wine,too quickly,,,,,,,"starless night --
I finish the wine
too quickly",en,3,5,3,,,,,,
5719,melting snow --,the nurse searches,for a pulse,,,,,,,"melting snow --
the nurse searches
for a pulse",en,3,4,3,,,,,,
5720,a neat pile,of all your letters,before I burn them,,,,,,,"a neat pile
of all your letters
before I burn them",en,3,5,5,,,,,,
5721,crickets,in imperfect,harmony,,,,,,,"crickets
in imperfect
harmony",en,2,4,3,,,,,,
5722,spring cleaning --,cropping her out,of a photograph,,,,,,,"spring cleaning --
cropping her out
of a photograph",en,"3,4",4,5,,,,,,
5723,news of his relapse --,how slowly,the rain falls,,,,,,,"news of his relapse --
how slowly
the rain falls",en,5,3,3,,,,,,
5724,moonless night --,apologies made,in the passive voice,,,,,,,"moonless night --
apologies made
in the passive voice",en,3,5,5,,,,,,
5725,early bird special --,at least fifty,shades of grey,,,,,,,"early bird special --
at least fifty
shades of grey",en,5,4,3,,,,,,
5726,love again,the scent of cypress,after rain,,,,,,,"love again
the scent of cypress
after rain",en,3,5,3,,,,,,
5727,one by one,fireflies escape my glass jar...,starry night,,,,,,,"one by one
fireflies escape my glass jar...
starry night",en,3,8,3,,,,,,
5728,the rice song,mother sang to me ...,first spring rain,,,,,,,"the rice song
mother sang to me ...
first spring rain",en,3,5,"3,4",,,,,,
5729,spring chill?,one kitten left,without a nipple,,,,,,,"spring chill?
one kitten left
without a nipple",en,"2,3",4,5,,,,,,
5730,ripening apples?,unable to button,my summer dress,,,,,,,"ripening apples?
unable to button
my summer dress",en,"4,5",6,4,,,,,,
5731,mile after mile,of corral fencing?,wind in the clover,,,,,,,"mile after mile
of corral fencing?
wind in the clover",en,4,5,5,,,,,,
5732,passing cloud?,her pause,before the lie,,,,,,,"passing cloud?
her pause
before the lie",en,3,2,4,,,,,,
5733,scattered wind,fragments of conversation,drift from a pub,,,,,,,"scattered wind
fragments of conversation
drift from a pub",en,3,7,4,,,,,,
5734,spring buds?,the first batch of tadpoles,in the meadow pond,,,,,,,"spring buds?
the first batch of tadpoles
in the meadow pond",en,"2,3",6,5,,,,,,
5735,the skipping stone,all the way across . . .,end of summer,,,,,,,"the skipping stone
all the way across . . .
end of summer",en,4,5,4,,,,,,
5736,autumn chill--,one little cricket,sings to the moon,,,,,,,"autumn chill--
one little cricket
sings to the moon",en,3,5,4,,,,,,
5737,cooler mornings--,the honey slows down,from the spoon,,,,,,,"cooler mornings--
the honey slows down
from the spoon",en,4,5,3,,,,,,
5738,wild beaches,in winter time--,take me there,,,,,,,"wild beaches
in winter time--
take me there",en,3,4,3,,,,,,
5739,home alone--,sound of my fork,on the pasta bowl,,,,,,,"home alone--
sound of my fork
on the pasta bowl",en,3,4,5,,,,,,
5740,alongside the train tracks--,secrets of orchids,under moonlight,,,,,,,"alongside the train tracks--
secrets of orchids
under moonlight",en,6,5,4,,,,,,
5741,stormy weather --,a clarinet,blues afternoon,,,,,,,"stormy weather --
a clarinet
blues afternoon",en,4,4,4,,,,,,
5742,trains approaching--,someone on a platform,reading to the moon,,,,,,,"trains approaching--
someone on a platform
reading to the moon",en,4,6,5,,,,,,
5743,Ides of March,celebrating the return,of buzzards,,,,,,,"Ides of March
celebrating the return
of buzzards",en,3,7,3,,,,,,
5745,day settles down,to this world of dust,evening zazen,,,,,,,"day settles down
to this world of dust
evening zazen",en,4,5,4,,,,,,
5746,seeing where,that argument is headed?,spring dust storm,,,,,,,"seeing where
that argument is headed?
spring dust storm",en,3,7,"3,4",,,,,,
5747,a long winter?,bevel on the mirror,throws a rainbow,,,,,,,"a long winter?
bevel on the mirror
throws a rainbow",en,4,6,4,,,,,,
5748,sliding a white marble,into its matchbox,voodoo moon,,,,,,,"sliding a white marble
into its matchbox
voodoo moon",en,6,5,3,,,,,,
5759,fou muin -,a new granbairn,sookin,,,,,,,"fou muin -
a new granbairn
sookin",en,2,5,2,,,,,,
5762,first date --,wondering if the hat,is too much,,,,,,,"first date --
wondering if the hat
is too much",en,2,6,3,,,,,,
5770,platform 9:,through the glass roof the shapes,of swooping gulls,,,,,,,"platform 9:
through the glass roof the shapes
of swooping gulls",en,3,6,4,,,,,,
5771,from nowhere,to nowhere . . .,bridge in fog,,,,,,,"from nowhere
to nowhere . . .
bridge in fog",en,3,3,3,,,,,,
5772,On a clear day,from the pulp mill,clouds appear,,,,,,,"On a clear day
from the pulp mill
clouds appear",en,4,4,3,,,,,,
5773,From under the dock,come the Canada geese,one by one,,,,,,,"From under the dock
come the Canada geese
one by one",en,5,6,3,,,,,,
5774,A day of sun,after many of rain,my dirty windows,,,,,,,"A day of sun
after many of rain
my dirty windows",en,4,6,5,,,,,,
5776,dirty snow,the conductor flirts,with school girls,,,,,,,"dirty snow
the conductor flirts
with school girls",en,3,5,3,,,,,,
5777,campfire ~,steaming pot,and shoes,,,,,,,"campfire ~
steaming pot
and shoes",en,3,3,2,,,,,,
5778,steady drizzle --,a snore from the man,on the next yoga mat,,,,,,,"steady drizzle --
a snore from the man
on the next yoga mat",en,4,5,6,,,,,,
5779,moonless night --,a bath oil bead,melting in the rain,,,,,,,"moonless night --
a bath oil bead
melting in the rain",en,3,4,5,,,,,,
5780,winter doldrums --,the rain drips from,plastic candy canes,,,,,,,"winter doldrums --
the rain drips from
plastic candy canes",en,4,4,5,,,,,,
5781,half moon,mom's birthday,without mom,,,,,,,"half moon
mom's birthday
without mom",en,2,3,3,,,,,,
5782,a dog stares,his cataract eyes,the colour of moons,,,,,,,"a dog stares
his cataract eyes
the colour of moons",en,3,5,5,,,,,,
5783,new moon,blue shadows in grey light,and week old snow,,,,,,,"new moon
blue shadows in grey light
and week old snow",en,2,6,4,,,,,,
5784,early winter...,he chooses to read,old soup recipes,,,,,,,"early winter...
he chooses to read
old soup recipes",en,4,5,5,,,,,,
5785,end of the year --,tracks along the edge,of thin ice,,,,,,,"end of the year --
tracks along the edge
of thin ice",en,4,5,3,,,,,,
5786,full moon --,last week's snow,slips from a wire,,,,,,,"full moon --
last week's snow
slips from a wire",en,2,3,"4,5",,,,,,
5789,sunset,fisherman rests,river flows on,,,,,,,"sunset
fisherman rests
river flows on",en,2,4,4,,,,,,
5790,spilled words,I arrange little magnets,looking for haiku,,,,,,,"spilled words
I arrange little magnets
looking for haiku",en,2,7,5,,,,,,
5791,children voices,from under the grass,concrete bunker,,,,,,,"children voices
from under the grass
concrete bunker",en,4,5,4,,,,,,
5792,white mountains,as quick as it can,train passes by,,,,,,,"white mountains
as quick as it can
train passes by",en,3,5,4,,,,,,
5793,winter solstice,each day the boy's smile,wider,,,,,,,"winter solstice
each day the boy's smile
wider",en,4,5,2,,,,,,
5794,six years,presents under the tree,still wrapped,,,,,,,"six years
presents under the tree
still wrapped",en,2,6,2,,,,,,
5795,"roaches, cockroaches",heroins and cracks,in pavements and minds,,,,,,,"roaches, cockroaches
heroins and cracks
in pavements and minds",en,5,5,5,,,,,,
5796,black ice --,the doctor would like,to run more tests,,,,,,,"black ice --
the doctor would like
to run more tests",en,2,5,4,,,,,,
5797,new moon --,the darkness,within,,,,,,,"new moon --
the darkness
within",en,2,3,2,,,,,,
5798,a mother's vigil --,the rhythm,of the ventilator,,,,,,,"a mother's vigil --
the rhythm
of the ventilator",en,5,3,6,,,,,,
5799,mezcal morning --,the church bells,out of sync,,,,,,,"mezcal morning --
the church bells
out of sync",en,4,3,3,,,,,,
5800,new construction --,chopping down,my childhood,,,,,,,"new construction --
chopping down
my childhood",en,4,3,3,,,,,,
5801,over Monday coffee,the conversation shifts to,"""The Walking Dead""",,,,,,,"over Monday coffee
the conversation shifts to
""The Walking Dead""",en,6,7,4,,,,,,
5802,end of the weekend --,I finished that beer,too quickly,,,,,,,"end of the weekend --
I finished that beer
too quickly",en,5,5,3,,,,,,
5803,my retirement plan,the ripples,in a mud puddle,,,,,,,"my retirement plan
the ripples
in a mud puddle",en,6,3,5,,,,,,
5804,under candlelight,she tells me,about her scars,,,,,,,"under candlelight
she tells me
about her scars",en,5,3,4,,,,,,
5805,"""spring sleet""",he hisses,through clenched teeth,,,,,,,"""spring sleet""
he hisses
through clenched teeth",en,"2,3",3,3,,,,,,
5806,city lights --,the glitter,of broken glass,,,,,,,"city lights --
the glitter
of broken glass",en,3,3,4,,,,,,
5807,spring rain,my tears fall for the nestling,the cat gifts me,,,,,,,"spring rain
my tears fall for the nestling
the cat gifts me",en,"2,3",7,4,,,,,,
5808,spring cold snap?,my garden spade turns up,half a worm,,,,,,,"spring cold snap?
my garden spade turns up
half a worm",en,"3,4",6,3,,,,,,
5809,moving day?,cottonwood seeds drift,past my window,,,,,,,"moving day?
cottonwood seeds drift
past my window",en,3,5,4,,,,,,
5810,ripening cherries?,the cardinal's wife settles,deep in the nest,,,,,,,"ripening cherries?
the cardinal's wife settles
deep in the nest",en,"4,5",7,4,,,,,,
5811,wildflowers,the many voices,of a blue jay,,,,,,,"wildflowers
the many voices
of a blue jay",en,2,5,4,,,,,,
5812,around the campfire,we wait,for the milky way,,,,,,,"around the campfire
we wait
for the milky way",en,6,2,5,,,,,,
5813,graffiti night--,all these stars,sprayed everywhere,,,,,,,"graffiti night--
all these stars
sprayed everywhere",en,4,3,4,,,,,,
5814,how else to know,the shape of the breeze,dancing blossoms,,,,,,,"how else to know
the shape of the breeze
dancing blossoms",en,4,5,4,,,,,,
5815,after the cranes,the sky refills,with silence,,,,,,,"after the cranes
the sky refills
with silence",en,4,4,3,,,,,,
5816,prairie afternoon,the grassy taste,of every breath,,,,,,,"prairie afternoon
the grassy taste
of every breath",en,5,4,"4,5",,,,,,
5817,outgoing tide,what sand remembers,of night,,,,,,,"outgoing tide
what sand remembers
of night",en,4,5,2,,,,,,
5819,prairie...,between heaven and earth,an eagle,,,,,,,"prairie...
between heaven and earth
an eagle",en,2,6,3,,,,,,
5820,a fork in the trail,the wind takes,our old map,,,,,,,"a fork in the trail
the wind takes
our old map",en,5,3,"3,4",,,,,,
5821,a pigtailed girl,outside the cancer center,morning glories,,,,,,,"a pigtailed girl
outside the cancer center
morning glories",en,4,7,4,,,,,,
5822,her nose print,on the hospice window ..,a patch of sunlight,,,,,,,"her nose print
on the hospice window ..
a patch of sunlight",en,3,6,5,,,,,,
5823,snow on snow ?,the depth of night,in this attic,,,,,,,"snow on snow ?
the depth of night
in this attic",en,3,4,4,,,,,,
5824,Gaza at twilight? ,crying old tears,at a new funeral,,,,,,,"Gaza at twilight? 
crying old tears
at a new funeral",en,5,4,6,,,,,,
5825,a crow?s cry ...,the winter sky darkens,into the prairie,,,,,,,"a crow?s cry ...
the winter sky darkens
into the prairie",en,3,6,5,,,,,,
5826,a long line of cars,behind the hearse,migrating snow geese,,,,,,,"a long line of cars
behind the hearse
migrating snow geese",en,5,4,5,,,,,,
5827,between cries,of neighbor's baby,symphony no. 9,,,,,,,"between cries
of neighbor's baby
symphony no. 9",en,3,5,5,,,,,,
5828,traveling,far away in thought ...,hospice window,,,,,,,"traveling
far away in thought ...
hospice window",en,"2,3",5,4,,,,,,
5829,harvest moon rising ...,a tremble,in the migrant's voice,,,,,,,"harvest moon rising ...
a tremble
in the migrant's voice",en,5,3,5,,,,,,
5830,therapy session:,winter rain on the window,deepens the silence,,,,,,,"therapy session:
winter rain on the window
deepens the silence",en,5,7,5,,,,,,
5831,a white butterfly,flitting through the stillness ...,church grave yard,,,,,,,"a white butterfly
flitting through the stillness ...
church grave yard",en,5,6,3,,,,,,
5832,distant sirens,over the border bridge,a blood moon,,,,,,,"distant sirens
over the border bridge
a blood moon",en,4,6,3,,,,,,
5833,her black hair,veils our praying hands ...,hospice church at dusk,,,,,,,"her black hair
veils our praying hands ...
hospice church at dusk",en,3,"5,6",5,,,,,,
5834,winter night,without the heat,of his company,,,,,,,"winter night
without the heat
of his company",en,3,4,5,,,,,,
5835,all the typos,in her apology?,spring winds,,,,,,,"all the typos
in her apology?
spring winds",en,4,6,"2,3",,,,,,
5837,leaving home,a curve carved off,the moon,,,,,,,"leaving home
a curve carved off
the moon",en,3,4,2,,,,,,
5858,Near dusk,a flash of gold,in the heron's beak,,,,,,,"Near dusk
a flash of gold
in the heron's beak",en,2,4,5,,,,,,
5859,icy pavement,unopened buds shrink and fall,from the trees,,,,,,,"icy pavement
unopened buds shrink and fall
from the trees",en,4,7,3,,,,,,
5862,early spring,one morning the clang of,scaffolding poles,,,,,,,"early spring
one morning the clang of
scaffolding poles",en,"3,4",6,4,,,,,,
5870,Pace paraud -,throuch the daffins,wi oor caunles,,,,,,,"Pace paraud -
throuch the daffins
wi oor caunles",en,3,4,5,,,,,,
5878,night shift - still,I put on some make up,to lighten my darkness,,,,,,,"night shift - still
I put on some make up
to lighten my darkness",en,3,6,6,,,,,,
5879,green rimmed eye -,a glimmer of youth buried,in the fading iris,,,,,,,"green rimmed eye -
a glimmer of youth buried
in the fading iris",en,3,7,6,,,,,,
5880,riverside wedding ?,the flower girl,picks a dandelion,,,,,,,"riverside wedding ?
the flower girl
picks a dandelion",en,5,4,6,,,,,,
5881,Terrassengärten . . .,from a quiet corner,the sound of a zither,,,,,,,"Terrassengärten . . .
from a quiet corner
the sound of a zither",en,4,6,6,,,,,,
5883,maple tree,the scars,of its healings,,,,,,,"maple tree
the scars
of its healings",en,3,2,4,,,,,,
5884,seeds catalogue,in the mail,the spring in hand,,,,,,,"seeds catalogue
in the mail
the spring in hand",en,4,3,"4,5",,,,,,
5886,forest trail,my thoughts meander,the fragrances,,,,,,,"forest trail
my thoughts meander
the fragrances",en,3,5,4,,,,,,
5887,just where,creek becomes river,the rain begins,,,,,,,"just where
creek becomes river
the rain begins",en,2,5,4,,,,,,
5889,tuning out the news,on the back porch,barn swallows,,,,,,,"tuning out the news
on the back porch
barn swallows",en,5,4,3,,,,,,
5892,after our quarrel,the frog resumes,his croaking,,,,,,,"after our quarrel
the frog resumes
his croaking",en,"5,6","4,5",3,,,,,,
5893,leap day --,sitting on my suitcase,I make it fit,,,,,,,"leap day --
sitting on my suitcase
I make it fit",en,2,6,4,,,,,,
5894,after,the kite festival . . . ,stars,,,,,,,"after
the kite festival . . . 
stars",en,2,5,1,,,,,,
5895,poetry workshop --,men compare,fountain pens,,,,,,,"poetry workshop --
men compare
fountain pens",en,5,3,3,,,,,,
5896,waiting room,ivy growing,on the outside wall,,,,,,,"waiting room
ivy growing
on the outside wall",en,3,4,5,,,,,,
5897,city bound train--,a book and a suitcase,full of stars,,,,,,,"city bound train--
a book and a suitcase
full of stars",en,4,6,3,,,,,,
5898,around the headstone,of one who died at twenty:,wind-puffed primroses,,,,,,,"around the headstone
of one who died at twenty:
wind-puffed primroses",en,5,7,4,,,,,,
5899,window cleaner,the masks we wear,at the office,,,,,,,"window cleaner
the masks we wear
at the office",en,4,4,4,,,,,,
5901,dandelions . . .,two drinkers unzip,by the path,,,,,,,"dandelions . . .
two drinkers unzip
by the path",en,4,5,3,,,,,,
5902,scrunched-up clouds,a blue plastic bag,in the nettles,,,,,,,"scrunched-up clouds
a blue plastic bag
in the nettles",en,2,5,4,,,,,,
5903,drifting fog,an acquaintance,i'd rather not meet,,,,,,,"drifting fog
an acquaintance
i'd rather not meet",en,3,4,5,,,,,,
5904,old friends . . .,the garden fading,into twilight,,,,,,,"old friends . . .
the garden fading
into twilight",en,2,5,4,,,,,,
5905,frog by frog,the marsh erupts,with dusk,,,,,,,"frog by frog
the marsh erupts
with dusk",en,3,4,2,,,,,,
5907,aw nicht eein,the muin -,snail's perfit siller circle,,,,,,,"aw nicht eein
the muin -
snail's perfit siller circle",en,4,2,7,,,,,,
5908,snail's,siller runes -,tells o muinlicht,,,,,,,"snail's
siller runes -
tells o muinlicht",en,1,3,4,,,,,,
5913,death watch. . .,I freshen the water,of her bedside iris,,,,,,,"death watch. . .
I freshen the water
of her bedside iris",en,2,6,6,,,,,,
5920,pink moon --,a taste,of what comes next,,,,,,,"pink moon --
a taste
of what comes next",en,2,2,4,,,,,,
5921,after the rain,my mother forgets,who I am,,,,,,,"after the rain
my mother forgets
who I am",en,4,5,"3,4",,,,,,
5922,crowded cafe --,the barrista misspells,my name,,,,,,,"crowded cafe --
the barrista misspells
my name",en,4,6,2,,,,,,
5923,from a windowless room,the ocean view,on my screensaver,,,,,,,"from a windowless room
the ocean view
on my screensaver",en,6,4,5,,,,,,
5925,cold spring rain --,where I buried,the puppies,,,,,,,"cold spring rain --
where I buried
the puppies",en,"3,4",4,3,,,,,,
5926,the Big Dipper?,rows of corn connect,farm to farm,,,,,,,"the Big Dipper?
rows of corn connect
farm to farm",en,4,5,3,,,,,,
5927,the snake's dead skin,left in the driveway,Mustang Cobra,,,,,,,"the snake's dead skin
left in the driveway
Mustang Cobra",en,4,5,4,,,,,,
5928,night deepening,the office secretary adjusts,her low-cut top,,,,,,,"night deepening
the office secretary adjusts
her low-cut top",en,"3,4",9,3,,,,,,
5929,a pigtailed girl,outside the cancer center,morning glories,,,,,,,"a pigtailed girl
outside the cancer center
morning glories",en,4,7,4,,,,,,
