haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"well-worn ruts
between the old maples
hand in wrinkled hand
",well-worn ruts,between the old maples,hand in wrinkled hand,en,2,6,5
"first cast?
sunlight along the line
sinks into the sea
",first cast?,sunlight along the line,sinks into the sea,en,2,6,5
"twilight glow
a raft of pond geese
drifts in silence
",twilight glow,a raft of pond geese,drifts in silence,en,3,5,4
"curve by curve
i follow her down
the river
",curve by curve,i follow her down,the river,en,3,5,3
"summer solstice?
a school of minnows suspended
in the stream
",summer solstice?,a school of minnows suspended,in the stream,en,4,8,3
"forest path
a spider web
catches my ear
",forest path,a spider web,catches my ear,en,3,4,4
"eyes closed
to a new morning?
mockingbird melodies
",eyes closed,to a new morning?,mockingbird melodies,en,2,5,6
"not watching the fireworks
the big black dog
in a child's lap
",not watching the fireworks,the big black dog,in a child's lap,en,6,4,4
"a cool current
where the river deepens
summer sky
",a cool current,where the river deepens,summer sky,en,"3,4",6,3
"flattened grass
where the bear slept
stink of salmon
",flattened grass,where the bear slept,stink of salmon,en,3,4,4
"silent friends meeting . . .
the sound of chairs being moved
to enlarge the circle
",silent friends meeting . . .,the sound of chairs being moved,to enlarge the circle,en,5,7,6
"dewpoint . . .
the kleenex flowers wilt
on a parade float
",dewpoint . . .,the kleenex flowers wilt,on a parade float,en,2,6,5
"taos sunrise?
a polished pot
on the adobe sill
",taos sunrise?,a polished pot,on the adobe sill,en,3,4,6
"cutting
the red bell pepper . . .
cathedral chambers
",cutting,the red bell pepper . . .,cathedral chambers,en,2,5,5
"fireworks
i close my eyes
for a second look
",fireworks,i close my eyes,for a second look,en,2,4,5
"porch breeze
a fluff of puppy hair
into the pea hulls
",porch breeze,a fluff of puppy hair,into the pea hulls,en,2,6,5
"the eyes
of a scarecrow
harvest lightning
",the eyes,of a scarecrow,harvest lightning,en,2,4,4
"squatter camp
the witchdoctor's bones rattle
with a passing train
",squatter camp,the witchdoctor's bones rattle,with a passing train,en,3,7,5
"camping out?
the flashlight beam
lost among stars
",camping out?,the flashlight beam,lost among stars,en,3,4,4
"dawn?
the first sunflower
rises over the fence
",dawn?,the first sunflower,rises over the fence,en,1,5,6
"dawn breeze
a song of migrants
from the potato field
",dawn breeze,a song of migrants,from the potato field,en,2,5,6
"old beehives
in the weeds at the crossing . . .
a rumbling freight
",old beehives,in the weeds at the crossing . . .,a rumbling freight,en,3,7,"4,5"
"empty tracks
a stranger and i
looking in the same direction
",empty tracks,a stranger and i,looking in the same direction,en,3,5,8
"driving past wheatfields
snippets of meadowlark song
from the fence posts
",driving past wheatfields,snippets of meadowlark song,from the fence posts,en,5,7,4
"narrow bridge
our shadows fall
onto the rocks
",narrow bridge,our shadows fall,onto the rocks,en,3,"4,5",4
"hazy sky
the sound of the anchor
lowering
",hazy sky,the sound of the anchor,lowering,en,3,6,3
"dusk
pelicans and cormorants
share the rocks
",dusk,pelicans and cormorants,share the rocks,en,1,7,3
"searing heat?
a passing bus stirs
the first row of cotton
",searing heat?,a passing bus stirs,the first row of cotton,en,3,5,6
"crossing the bridge?
the shadow of a gull
i never see
",crossing the bridge?,the shadow of a gull,i never see,en,4,6,4
"right now
while we chat
fish in the deep ocean
",right now,while we chat,fish in the deep ocean,en,2,3,6
"empty deck
the seagull adjusts
its glide
",empty deck,the seagull adjusts,its glide,en,3,5,2
"tiny seashells
under the magnifying glass
a cut finger
",tiny seashells,under the magnifying glass,a cut finger,en,4,8,4
"summer twilight
the flap of pigeons
in a dry fountain
",summer twilight,the flap of pigeons,in a dry fountain,en,4,5,5
"chain-link fences?
the snowstorm melting
where it fell
",chain-link fences?,the snowstorm melting,where it fell,en,3,5,3
"root cellar
white sprouts reach for
the slit of light
",root cellar,white sprouts reach for,the slit of light,en,3,4,4
"wrapping tulips?
her fingertips smudged
with yesterday's news
",wrapping tulips?,her fingertips smudged,with yesterday's news,en,4,5,5
"at odds today?
crow-pecked plums
in the leafy tree
",at odds today?,crow-pecked plums,in the leafy tree,en,4,2,5
"one year gone?
crushed rose petals on the soles
of his garden boots
",one year gone?,crushed rose petals on the soles,of his garden boots,en,3,7,5
"sunday morning?
a boy digs in the mud
that buried a cathedral
",sunday morning?,a boy digs in the mud,that buried a cathedral,en,4,6,7
"old garden shed?
clumps of dirt
shaped like pots
",old garden shed?,clumps of dirt,shaped like pots,en,4,3,3
"the jockey's silks
the yellow of a swallowtail?
i place my bet
",the jockey's silks,the yellow of a swallowtail?,i place my bet,en,4,8,4
"soft rain
a frog leaps from
one leaf to another
",soft rain,a frog leaps from,one leaf to another,en,2,4,6
"start of a journey?
petals stuck
in the tire treads
",start of a journey?,petals stuck,in the tire treads,en,5,3,5
"low sun
behind the churchyard
piles of earth
",low sun,behind the churchyard,piles of earth,en,2,5,3
"early dusk?
an obituary taped
in a used book
",early dusk?,an obituary taped,in a used book,en,3,7,4
"full moon
the sidewalk curves
around tree roots
",full moon,the sidewalk curves,around tree roots,en,2,4,4
"its whole body
cawing?
the crow
",its whole body,cawing?,the crow,en,4,2,2
"a dried leaf
slips from her journal
new year's eve
",a dried leaf,slips from her journal,new year's eve,en,3,5,3
"borrowed novel?
a bookmark left
near the end
",borrowed novel?,a bookmark left,near the end,en,4,4,3
"s?ance?
a white moth flutters
above our clasped hands
",s?ance?,a white moth flutters,above our clasped hands,en,1,5,"5,6"
"all souls' eve
limbs of the sycamore
through the fog
",all souls' eve,limbs of the sycamore,through the fog,en,3,6,3
"fading light . . .
the faint smell of camphor
on old love letters
",fading light . . .,the faint smell of camphor,on old love letters,en,3,6,5
"twenty below
the milky way
lined up with the river
",twenty below,the milky way,lined up with the river,en,4,4,6
"for the fragrance
brushing tomato leaves
warm august sun
",for the fragrance,brushing tomato leaves,warm august sun,en,4,6,4
"studio window?
a fly walks
from cloud to cloud
",studio window?,a fly walks,from cloud to cloud,en,5,3,4
"summer heat
the sticky touch
of blue-eyed grass
",summer heat,the sticky touch,of blue-eyed grass,en,3,4,3
"the warbler
in a mockingbird's song
summer dusk
",the warbler,in a mockingbird's song,summer dusk,en,3,6,3
"late-summer party
her few dance steps
after the song ends
",late-summer party,her few dance steps,after the song ends,en,3,4,5
"the sun's warmth
part of the house
we seldom use
",the sun's warmth,part of the house,we seldom use,en,3,4,4
"a hawk rising
between canyon walls
layers of heat
",a hawk rising,between canyon walls,layers of heat,en,4,5,4
"bird bath?
miles of sky
reflected
",bird bath?,miles of sky,reflected,en,2,"3,4",3
"a circle of teens
playing hacky sack?
summer twilight
",a circle of teens,playing hacky sack?,summer twilight,en,5,5,4
"september morning
the teacher writes her name
on the blackboard
",september morning,the teacher writes her name,on the blackboard,en,5,6,4
"rustle of bamboo
the steady pace of oxen
hauling fruit
",rustle of bamboo,the steady pace of oxen,hauling fruit,en,5,7,3
"hiroshima day a cat pokes and pokes
a cicada shell
",hiroshima day a cat pokes and pokes,a cicada shell,,en,10,5,0
"cloudy afternoon a chrysanthemum blooms
in the paper-folder's hand
",cloudy afternoon a chrysanthemum blooms,in the paper-folder's hand,,en,11,5,0
"wet summer night
one neighbor's cigarette
joins another
",wet summer night,one neighbor's cigarette,joins another,en,4,6,4
"apple peelings a slow drip
the rain left
",apple peelings a slow drip,the rain left,,en,7,3,0
"summer veranda into an open notebook
a few unknown seeds
",summer veranda into an open notebook,a few unknown seeds,,en,12,5,0
"chemo again trying not to notice
the lawn's brown spots
",chemo again trying not to notice,the lawn's brown spots,,en,"9,10",4,0
"afterglow
a white heron vanishes
in the rising fog
",afterglow,a white heron vanishes,in the rising fog,en,3,7,5
"rain on the roof
my breath stirs a cobweb
in the corner
",rain on the roof,my breath stirs a cobweb,in the corner,en,4,6,4
"autumn rain . . .
a face in a window
behind rivulets
",autumn rain . . .,a face in a window,behind rivulets,en,3,6,5
"home from the funeral
finding the cat
in with his shoes
",home from the funeral,finding the cat,in with his shoes,en,6,4,4
"defunct nursery
every dead flower
with a marker
",defunct nursery,every dead flower,with a marker,en,5,"5,6",4
"twilight breeze stench from the horse
that pulls the carriage
",twilight breeze stench from the horse,that pulls the carriage,,en,7,5,0
"getting to know the pine . . .
clotted resin
on the seat of my pants
",getting to know the pine . . .,clotted resin,on the seat of my pants,en,6,4,6
"late afternoon a breeze sweeping
home plate
",late afternoon a breeze sweeping,home plate,,en,8,2,0
"fallen rose petals a japanese beetle tries
to right itself
",fallen rose petals a japanese beetle tries,to right itself,,en,12,4,0
"medieval washbasins
hollows in the rock
where their knees were
",medieval washbasins,hollows in the rock,where their knees were,en,6,5,4
"outdoor concert
the smell of grass
by candlelight
",outdoor concert,the smell of grass,by candlelight,en,4,4,4
"one hundred degrees
the neighbor i don't know
offers me a ride
",one hundred degrees,the neighbor i don't know,offers me a ride,en,5,6,5
"cicada din
a cell phone rings
in the willows
",cicada din,a cell phone rings,in the willows,en,4,4,4
"summer solstice
a climbing rose
bent with blossoms
",summer solstice,a climbing rose,bent with blossoms,en,4,4,4
"trailhead poppies but today
with butterflies
",trailhead poppies but today,with butterflies,,en,7,4,0
"a reed hangs
from the swan's beak
hot afternoon
",a reed hangs,from the swan's beak,hot afternoon,en,3,4,4
"gettysburg the children pause
to watch a dove
",gettysburg the children pause,to watch a dove,,en,7,4,0
"summer afternoon
nuns giggle
in a dim corridor
",summer afternoon,nuns giggle,in a dim corridor,en,5,3,6
"early sunrise pink bindweed curled
around barley stalks
",early sunrise pink bindweed curled,around barley stalks,,en,8,5,0
"river bend
the slow move
of an eddy
",river bend,the slow move,of an eddy,en,3,3,4
"independence day
slowly the clouds
drift upstream
",independence day,slowly the clouds,drift upstream,en,5,4,3
"blazing sun
the shape of her legs
through a thin summer dress
",blazing sun,the shape of her legs,through a thin summer dress,en,3,5,6
"summer school papier-m?ch? pigs
sunning on the deck
",summer school papier-m?ch? pigs,sunning on the deck,,en,6,5,0
"crowing cockerel
the black cat takes
her morning wash
",crowing cockerel,the black cat takes,her morning wash,en,5,4,4
"pieces
of a robin's egg . . .
i look up
",pieces,of a robin's egg . . .,i look up,en,2,5,3
"green tips of jonquils
grandpa changes the oil
in the lawn mower
",green tips of jonquils,grandpa changes the oil,in the lawn mower,en,5,6,5
"memorial day ...
the light blue sky
crowded with clouds
",memorial day ...,the light blue sky,crowded with clouds,en,5,4,4
"baby spiders
swarm around a knothole summer drizzle
",baby spiders,swarm around a knothole summer drizzle,,en,4,10,0
"tai chi class breathing deeply
downwind of the narcissus
",tai chi class breathing deeply,downwind of the narcissus,,en,7,7,0
"gentle rain pigeons murmuring
under the eaves
",gentle rain pigeons murmuring,under the eaves,,en,8,4,0
"day's end
a bit of clover
floats in the bath
",day's end,a bit of clover,floats in the bath,en,2,5,4
"glacial stream
shadows of dragonflies
pass over the bridge
",glacial stream,shadows of dragonflies,pass over the bridge,en,3,6,5
"a doe and two fawns
mid-street my hand motions ""go ahead""
",a doe and two fawns,"mid-street my hand motions ""go ahead""",,en,5,8,0
"extended drought
the wake of a goose
drifts toward shore
",extended drought,the wake of a goose,drifts toward shore,en,4,5,"3,4"
"summer's end the falling ashes
from a distant wildfire
",summer's end the falling ashes,from a distant wildfire,,en,8,7,0
"retirement party
maple seeds spin slowly
to the driveway
",retirement party,maple seeds spin slowly,to the driveway,en,6,6,4
"dewdrops
magnify a leaf vein my heartbeat
",dewdrops,magnify a leaf vein my heartbeat,,en,2,9,0
"first light the cows are browsing
frost
",first light the cows are browsing,frost,,en,7,1,0
"twilight lingers . . .
from the wrecking yard
flash of a blowtorch
",twilight lingers . . .,from the wrecking yard,flash of a blowtorch,en,4,5,5
"autumn afternoon
wind blown leaves
caught by the brush pile
",autumn afternoon,wind blown leaves,caught by the brush pile,en,5,3,5
"a wobbly wheel
on the shopping cart autumn night
",a wobbly wheel,on the shopping cart autumn night,,en,5,8,0
"an owl hoots
deep in the hollow coolness along the stream
",an owl hoots,deep in the hollow coolness along the stream,,en,3,11,0
"morning mist
the tick . . . tick
of leaves falling
",morning mist,the tick . . . tick,of leaves falling,en,3,3,4
"end of summer
the bumper car glides
to a stop
",end of summer,the bumper car glides,to a stop,en,4,5,3
"cool dusk
kookaburra chatter
from a tree's silhouette
",cool dusk,kookaburra chatter,from a tree's silhouette,en,2,6,6
"insomnia . . .
the cat's breathing
deepens
",insomnia . . .,the cat's breathing,deepens,en,4,4,2
"heavy fog . . .
among river rocks
a single poppy
",heavy fog . . .,among river rocks,a single poppy,en,3,5,5
"the gardener's truck
willow leaves scattering
down miles of highway
",the gardener's truck,willow leaves scattering,down miles of highway,en,5,6,"5,6"
"end of summer . . .
the changing sound
of maple leaves
",end of summer . . .,the changing sound,of maple leaves,en,4,4,4
"first night alone finally the moon
reaches the western windows
",first night alone finally the moon,reaches the western windows,,en,9,7,0
"foggy morning
through the open window
a blur of birdsong
",foggy morning,through the open window,a blur of birdsong,en,4,6,5
"morning dew darkness of footprints
off the path
",morning dew darkness of footprints,off the path,,en,8,3,0
"after a swim
the rock's warmth . . .
soaring gull
",after a swim,the rock's warmth . . .,soaring gull,en,4,3,3
"the longest day my lip print fades
from her sunburn
",the longest day my lip print fades,from her sunburn,,en,8,4,0
"a firefly
on my open palm . . .
its moonshadow
",a firefly,on my open palm . . .,its moonshadow,en,4,5,4
"kahlo exhibit
the guard's face half lit
between two portraits
",kahlo exhibit,the guard's face half lit,between two portraits,en,5,5,5
"summer camp studying other people's
collections of stones
",summer camp studying other people's,collections of stones,,en,10,5,0
"ducks paddling
slowly upriver open drawbridge
",ducks paddling,slowly upriver open drawbridge,,en,"3,4",9,0
"open air theatre above oberon and puck
two bats looping
",open air theatre above oberon and puck,two bats looping,,en,13,4,0
"santa fe rain red chili strings shine
by the porch light
",santa fe rain red chili strings shine,by the porch light,,en,9,4,0
"late summer drizzle evening walkers
slow their pace
",late summer drizzle evening walkers,slow their pace,,en,9,3,0
"perseids
a bat flits
across the yard
",perseids,a bat flits,across the yard,en,2,3,4
"feather beds airing
on a balcony cumulus clouds
",feather beds airing,on a balcony cumulus clouds,,en,5,9,0
"summer dusk the babel of mynahs
in a banyan
",summer dusk the babel of mynahs,in a banyan,,en,9,4,0
"the long segments
of the big dipper's handle
summer fields
",the long segments,of the big dipper's handle,summer fields,en,4,7,3
"haying swallows widen
the summer sky
",haying swallows widen,the summer sky,,en,6,4,0
"dry season
the infant in the stroller
sucks his toes
",dry season,the infant in the stroller,sucks his toes,en,3,7,3
"heat lightning
a siren
nearer and nearer
",heat lightning,a siren,nearer and nearer,en,3,3,5
"summer evening the scent of fresh loaves
as i pass the bakery
",summer evening the scent of fresh loaves,as i pass the bakery,,en,9,7,0
"first locust
a breeze curls across
the ripe wheat
",first locust,a breeze curls across,the ripe wheat,en,3,5,3
"the farmer's spit
catches on a thistle still no rain
",the farmer's spit,catches on a thistle still no rain,,en,4,9,0
"embroidered dresses
showcased in the window
eyebrow moon
",embroidered dresses,showcased in the window,eyebrow moon,en,5,6,3
"wintering field
cranes as one
face the coyote
",wintering field,cranes as one,face the coyote,en,4,3,"4,5"
"graffiti wall
the rain uncovers
a poem
",graffiti wall,the rain uncovers,a poem,en,4,5,3
"mountain sunrise
the silhouette
of distant firs
",mountain sunrise,the silhouette,of distant firs,en,4,4,4
"stopping here
while all around us moves wind in the mist
",stopping here,while all around us moves wind in the mist,,en,3,"10,11",0
"father's silhouette
at the pier's end departing geese
",father's silhouette,at the pier's end departing geese,,en,5,8,0
"west-bound train
the winter sunset
lasts a while
",west-bound train,the winter sunset,lasts a while,en,2,5,3
"chilly dawn
rain-bent briars
block the trail
",chilly dawn,rain-bent briars,block the trail,en,3,3,3
"spring mist a mallard paddles
through our stillborn's ashes
",spring mist a mallard paddles,through our stillborn's ashes,,en,"8,7","6,7",0
"evening haze
geese come up from the pond
in two's and three's
",evening haze,geese come up from the pond,in two's and three's,en,3,6,4
"a change in their voices . . .
children finding
a fledgling
",a change in their voices . . .,children finding,a fledgling,en,6,4,3
"the ocean a shallow stream merging
without sound
",the ocean a shallow stream merging,without sound,,en,9,3,0
"gloomy morning a worm follows an oil slick
down the gutter
",gloomy morning a worm follows an oil slick,down the gutter,,en,11,4,0
"foghorn
the slow roll of a fish
on the line
",foghorn,the slow roll of a fish,on the line,en,2,6,3
"morning frost
stutter
of the rooster
",morning frost,stutter,of the rooster,en,3,2,4
"mourning a piece of birchbark
peels
",mourning a piece of birchbark,peels,,en,7,1,0
"gulls far off
in the twilight calm . . .
lock waters fall
",gulls far off,in the twilight calm . . .,lock waters fall,en,3,5,4
"a skipping stone
strikes the moored sailboat . . .
autumn drizzle
",a skipping stone,strikes the moored sailboat . . .,autumn drizzle,en,4,5,4
"talk of war my toddler points at swells
before they break
",talk of war my toddler points at swells,before they break,,en,9,4,0
"cold mountain shadow
the slow drip of a spring
into sunlight
",cold mountain shadow,the slow drip of a spring,into sunlight,en,5,"6,7",4
"the first flakes of snow
drifting down on the wetlands
canada geese
",the first flakes of snow,drifting down on the wetlands,canada geese,en,5,7,4
"autumn evening
a hedgehog scurries
over cobblestones
",autumn evening,a hedgehog scurries,over cobblestones,en,4,5,5
"twilight lingers . . .
from the wrecking yard
flash of a blowtorch
",twilight lingers . . .,from the wrecking yard,flash of a blowtorch,en,4,5,5
"coming home
on the train
. . . the backyards
",coming home,on the train,. . . the backyards,en,3,3,3
"crisp air
the sound of an ax
across the lake
",crisp air,the sound of an ax,across the lake,en,2,5,4
"autumn afternoon the bride leans
into the wind
",autumn afternoon the bride leans,into the wind,,en,8,4,0
"autumn mist the parking meter
in a black plastic bag
",autumn mist the parking meter,in a black plastic bag,,en,8,6,0
"down the train's long aisle
everyone else asleep
prairie flatness
",down the train's long aisle,everyone else asleep,prairie flatness,en,"5,6",6,4
"a skimming stone
makes the mountains wobble autumn chill
",a skimming stone,makes the mountains wobble autumn chill,,en,4,9,0
"first frost
on the window ledge the tea kettle's whistle
",first frost,on the window ledge the tea kettle's whistle,,en,2,11,0
"harvest moon
the groom inhales helium
from a white balloon
",harvest moon,the groom inhales helium,from a white balloon,en,3,7,5
"haloed sun
the slight whispering
of tall corn
",haloed sun,the slight whispering,of tall corn,en,3,5,3
"heat lightning
a tangled string
the cat left behind
",heat lightning,a tangled string,the cat left behind,en,3,4,5
"caskets adrift
in the flooded cemetery
a crow alights
",caskets adrift,in the flooded cemetery,a crow alights,en,4,8,4
"midnight the window fan dices
a train whistle
",midnight the window fan dices,a train whistle,,en,8,4,0
"after her death
finding the old scar
in my eyebrow
",after her death,finding the old scar,in my eyebrow,en,4,5,4
"summer solstice above the piazza del duomo
sun through a dove's wings
",summer solstice above the piazza del duomo,sun through a dove's wings,,en,14,5,0
"a cicada's long cry . . .
pollen drifts through
twilight woods
",a cicada's long cry . . .,pollen drifts through,twilight woods,en,6,4,3
"a snakeskin
tacked to the drying board midsummer's eve
",a snakeskin,tacked to the drying board midsummer's eve,,en,3,10,0
"her hum the shapes never changing back
in the kaleidoscope
",her hum the shapes never changing back,in the kaleidoscope,,en,9,6,0
"autumn mist
a complete
fairy ring
",autumn mist,a complete,fairy ring,en,3,3,3
"angry voices
the child purrs
to his kitten
",angry voices,the child purrs,to his kitten,en,4,3,4
"sparrow's song the ancient piling
of a lake-dweller site
",sparrow's song the ancient piling,of a lake-dweller site,,en,8,4,0
"grassy hill a suitcase of dolls
let out to stretch
",grassy hill a suitcase of dolls,let out to stretch,,en,8,4,0
"a child's shoe
left on the wooden bridge late spring
",a child's shoe,left on the wooden bridge late spring,,en,3,"8,9",0
"river fog
the slow creaking
of an anchor line
",river fog,the slow creaking,of an anchor line,en,3,4,5
"alone at sunrise . . .
a small wave covers
my shadow
",alone at sunrise . . .,a small wave covers,my shadow,en,5,5,3
"soft morning rain
the island deer stretches
for a golden plum
",soft morning rain,the island deer stretches,for a golden plum,en,4,6,5
"late-day silence
the backs of cattle
steaming after rain
",late-day silence,the backs of cattle,steaming after rain,en,3,5,5
"covered bridge
the sound of the river
between planks
",covered bridge,the sound of the river,between planks,en,3,6,3
"willow scent
a kingfisher hangs
in the air
",willow scent,a kingfisher hangs,in the air,en,3,5,3
"sharp moon
the sound of a cow
chewing dry leaves
",sharp moon,the sound of a cow,chewing dry leaves,en,2,5,4
"fireplace ash
a mouse's journey
from hereto there
",fireplace ash,a mouse's journey,from hereto there,en,4,5,5
"tractor sounds
mare and foal
touch noses
",tractor sounds,mare and foal,touch noses,en,3,3,3
"a bicycle
left in the meadow
long shadows
",a bicycle,left in the meadow,long shadows,en,4,5,3
"twilight blossoms
the robin's song moves
from tree to tree
",twilight blossoms,the robin's song moves,from tree to tree,en,4,5,4
"zen garden snow melts
in raked patterns
",zen garden snow melts,in raked patterns,,en,5,4,0
"dawn . . .
amid bird calls
the sound of a broom
",dawn . . .,amid bird calls,the sound of a broom,en,1,4,5
"7th floor, cubicle 9 a butterfly drifts
past the window
","7th floor, cubicle 9 a butterfly drifts",past the window,,en,12,4,0
"last light
a hot air balloon
dips into the canyon
",last light,a hot air balloon,dips into the canyon,en,2,5,6
"twilight lingers
a coyote's shadow slips
across the neighbor's yard
",twilight lingers,a coyote's shadow slips,across the neighbor's yard,en,4,7,6
"gold leaves
swirl around the maple . . .
thanksgiving alone
",gold leaves,swirl around the maple . . .,thanksgiving alone,en,2,6,5
"possible remission bitter wind
shivers the shutters
",possible remission bitter wind,shivers the shutters,,en,9,5,0
"his silence
the sounds of rain
becoming hail
",his silence,the sounds of rain,becoming hail,en,3,4,4
"pulsing light the crunch of leaves
as the ambulance pulls away
",pulsing light the crunch of leaves,as the ambulance pulls away,,en,7,8,0
"first snow in each school window
a face
",first snow in each school window,a face,,en,7,2,0
"scent of winter the sycamore's tire swing
turns in the wind
",scent of winter the sycamore's tire swing,turns in the wind,,en,11,4,0
"sounds of a downpour . . .
i trace the pillow pattern
on her cheek
",sounds of a downpour . . .,i trace the pillow pattern,on her cheek,en,5,7,3
"stormy night
hot jelly roll
from the jukebox
",stormy night,hot jelly roll,from the jukebox,en,3,4,4
"morning frost
a compost seedling
sparkles
",morning frost,a compost seedling,sparkles,en,3,5,2
"clear marsh sky the sound of geese
drinking water
",clear marsh sky the sound of geese,drinking water,,en,7,4,0
"starlit lake?
a stray bobber afloat
in the galaxy
",starlit lake?,a stray bobber afloat,in the galaxy,en,3,6,5
"black squirrel
leaping into an oak?
rush hour wind
",black squirrel,leaping into an oak?,rush hour wind,en,3,6,"3,4"
"outside the guggenheim
the shapes
of real trees
",outside the guggenheim,the shapes,of real trees,en,6,2,3
"frost moon
an old maple changing
the face of it
",frost moon,an old maple changing,the face of it,en,2,6,4
"light snow?
the cookie sheet warps
in the oven
",light snow?,the cookie sheet warps,in the oven,en,2,5,4
"foggy morning?
a buck looking in
my basement window
",foggy morning?,a buck looking in,my basement window,en,4,5,5
"children scatter
across the schoolyard
leaf-catching
",children scatter,across the schoolyard,leaf-catching,en,4,5,1
"dutch canal
a swan paddles past
a no propeller sign
",dutch canal,a swan paddles past,a no propeller sign,en,3,5,6
"my child's kiss?
a down feather drifts
onto the book
",my child's kiss?,a down feather drifts,onto the book,en,3,5,4
"quiet morning
the delicate balance
of snow on boughs
",quiet morning,the delicate balance,of snow on boughs,en,4,6,4
"warm night
one moth still bumps
the extinguished lamp
",warm night,one moth still bumps,the extinguished lamp,en,2,4,5
"first cold day?
the slower pace
of big black ants
",first cold day?,the slower pace,of big black ants,en,3,4,4
"gaining an hour . . .
i water the marigolds
one more time
",gaining an hour . . .,i water the marigolds,one more time,en,"4,5",7,3
"withering leaves
the lawyer to write his will
rings the doorbell
",withering leaves,the lawyer to write his will,rings the doorbell,en,4,7,4
"mother's bedroom
the silver thimble
catches moonlight
",mother's bedroom,the silver thimble,catches moonlight,en,4,5,4
"vacation's end?
a dead cockroach
in the bathtub
",vacation's end?,a dead cockroach,in the bathtub,en,4,4,4
"late summer chill . . .
the old headstones trailing back
into the pines
",late summer chill . . .,the old headstones trailing back,into the pines,en,4,7,4
"autumn wind
men in wrinkled suits
argue with the cab driver
",autumn wind,men in wrinkled suits,argue with the cab driver,en,3,5,7
"warmth of the tea room
the colored leaves
turn into themselves
",warmth of the tea room,the colored leaves,turn into themselves,en,5,4,5
"other lights
than our own?
the milky way
",other lights,than our own?,the milky way,en,3,"3,4",4
"summer drought?
next to her rose tattoo
a pale blue vein
",summer drought?,next to her rose tattoo,a pale blue vein,en,3,6,4
"steps fade . . .
her scent lingers
among thorns
",steps fade . . .,her scent lingers,among thorns,en,2,4,3
"vapor trail?
between here and there
spider working a web
",vapor trail?,between here and there,spider working a web,en,3,5,6
"distant thunder
the spindly legs
of a crane fly
",distant thunder,the spindly legs,of a crane fly,en,4,5,4
"scarecrow
still measuring
the vast summer sky
",scarecrow,still measuring,the vast summer sky,en,2,4,5
"opening night?
the dark rose unfurls
its scent
",opening night?,the dark rose unfurls,its scent,en,4,5,2
"guided hike?
beyond the talk
quiet woods
",guided hike?,beyond the talk,quiet woods,en,3,4,3
"sharing with a grandchild
the secrets
of clouds
",sharing with a grandchild,the secrets,of clouds,en,6,3,2
"in the corner
the usual spiderweb,
the usual moth
",in the corner,"the usual spiderweb,",the usual moth,en,4,7,5
"raindrops?
a stink bug swings
on the half-ripe berry
",raindrops?,a stink bug swings,on the half-ripe berry,en,2,4,5
"year's end
this unfinished
poem
",year's end,this unfinished,poem,en,2,4,2
"the mourning ends?
walking out
into new sunlight
",the mourning ends?,walking out,into new sunlight,en,4,3,5
"approaching rain
a second wren tips
the tall thistle
",approaching rain,a second wren tips,the tall thistle,en,4,5,4
"garden path?
the child sorts good rocks
from bad rocks
",garden path?,the child sorts good rocks,from bad rocks,en,3,5,3
"line drive to center
all faces turn toward
the sunflower field
",line drive to center,all faces turn toward,the sunflower field,en,5,"5,6",5
"january 1st
fresh grave being covered
by snow
",january 1st,fresh grave being covered,by snow,en,5,6,2
"two red cedars
joined in their early years?
grown apart with age
",two red cedars,joined in their early years?,grown apart with age,en,4,6,5
"walking the old paths
i am again
a child!
",walking the old paths,i am again,a child!,en,5,"4,5",2
"red dust?
a little boy sprints the bases
between innings
",red dust?,a little boy sprints the bases,between innings,en,2,8,4
"every now and then
he swats at a fly
midday heat
",every now and then,he swats at a fly,midday heat,en,"5,6",5,3
"frosty morning
the carriage horses
turn a tight circle
",frosty morning,the carriage horses,turn a tight circle,en,4,5,5
"used clothes
placed out on the stoop
a light snowfall
",used clothes,placed out on the stoop,a light snowfall,en,2,5,4
"first christmas?
my daughter plays
with a cardboard box
",first christmas?,my daughter plays,with a cardboard box,en,3,4,5
"frost moon
pairing his wool socks
warm from the dryer
",frost moon,pairing his wool socks,warm from the dryer,en,2,5,5
"sudden storm
the geese overhead
fade into snowflakes
",sudden storm,the geese overhead,fade into snowflakes,en,3,5,5
"shopping plaza?
in the handicap parking
piles of snow
",shopping plaza?,in the handicap parking,piles of snow,en,4,7,3
"trimming the tree
his brother's ornament
nearest the angel
",trimming the tree,his brother's ornament,nearest the angel,en,4,6,5
"winter evening
the last crow flies past
?then another
",winter evening,the last crow flies past,?then another,en,4,5,3
"the hound howls
at his echo?
mountain winter
",the hound howls,at his echo?,mountain winter,en,3,4,4
"footprints in the snow . . .
eight candles flickering
on grandma's menorah
",footprints in the snow . . .,eight candles flickering,on grandma's menorah,en,5,6,6
"cold snap
the rattle of a rake
over stones
",cold snap,the rattle of a rake,over stones,en,2,6,3
"high noon
a cat stares down
the chipmunk's hole
",high noon,a cat stares down,the chipmunk's hole,en,2,4,4
"approaching storm
a nest of yellowjackets
in the scarecrow's belly
",approaching storm,a nest of yellowjackets,in the scarecrow's belly,en,4,7,6
"a hawk's eye?
autumn gusts rattle
the beech leaves
",a hawk's eye?,autumn gusts rattle,the beech leaves,en,3,5,3
"shifting clouds?
an alligator swallows
the big yellow moon
",shifting clouds?,an alligator swallows,the big yellow moon,en,3,7,5
