haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"mister shuster
here's a rooster
put him in a pen",mister shuster,here's a rooster,put him in a pen,en,4,4,5
"mister saxon
get an ax an
let him out again",mister saxon,get an ax an,let him out again,en,4,4,5
"alone all alone
nobody but nobody
can make it out here alone",alone all alone,nobody but nobody,can make it out here alone,en,5,7,7
"we had what the others
all crave and seek for
we left it behind at nineteen",we had what the others,all crave and seek for,we left it behind at nineteen,en,6,5,8
"longer has become the daytime
a pheasant is fluttering
down onto the bridge",longer has become the daytime,a pheasant is fluttering,down onto the bridge,en,8,7,5
"slowly passing days
with an echo heard here in a
corner of kyoto",slowly passing days,with an echo heard here in a,corner of kyoto,en,5,8,5
"the white elbow
of a priest dozing
in the dusk of spring",the white elbow,of a priest dozing,in the dusk of spring,en,4,5,"5,6"
"into a nobleman
a fox has changed himself
early evening of spring",into a nobleman,a fox has changed himself,early evening of spring,en,6,6,"6,7"
"the light on a candle stand
is transferred to another candle
spring twilight",the light on a candle stand,is transferred to another candle,spring twilight,en,7,9,"3,4"
"a short nap
then awakening
this spring day has darkened",a short nap,then awakening,this spring day has darkened,en,3,5,"6,7"
"who is it for
this pillow on the floor
in the twilight of spring",who is it for,this pillow on the floor,in the twilight of spring,en,4,6,"6,7"
"hazy moonlight
someone is standing
among the pear trees",hazy moonlight,someone is standing,among the pear trees,en,4,5,5
"blossoms on the pear tree
lighten by the moonlight and there
a woman is reading a letter",blossoms on the pear tree,lighten by the moonlight and there,a woman is reading a letter,en,6,8,9
"springtime rain
a little shell on a small beach
enough to moisten it",springtime rain,a little shell on a small beach,enough to moisten it,en,3,8,6
"springtime rain is falling
as a child's rag ball is soaking
wet on the house roof",springtime rain is falling,as a child's rag ball is soaking,wet on the house roof,en,6,8,5
"within the quietness
of a lull in visitors' absence
appears the peony flower",within the quietness,of a lull in visitors' absence,appears the peony flower,en,6,9,8
"the rain of may
facing toward the big river houses
just two of them",the rain of may,facing toward the big river houses,just two of them,en,4,"9,10",4
"to my eyes how delightful
the fan of my beloved is
in complete white",to my eyes how delightful,the fan of my beloved is,in complete white,en,7,"8,7",4
"evening breeze
water is slapping against
the legs of a blue heron",evening breeze,water is slapping against,the legs of a blue heron,en,3,7,7
"an old well
jumping at a mosquito
the fish's sound is dark",an old well,jumping at a mosquito,the fish's sound is dark,en,3,7,6
"after having been fallen
its image still stands
the peony flower",after having been fallen,its image still stands,the peony flower,en,7,5,6
"summer night ending so soon
with on the river shallows still remains
the moon in a sliver",summer night ending so soon,with on the river shallows still remains,the moon in a sliver,en,7,10,6
"it penetrates into me
stepping on the comb of my gone wife
in the bedroom",it penetrates into me,stepping on the comb of my gone wife,in the bedroom,en,7,9,4
"more than last year
i now feel solitude
this autumn twilight",more than last year,i now feel solitude,this autumn twilight,en,4,6,5
"moon in the sky's top
clearly passes through this
poor town street",moon in the sky's top,clearly passes through this,poor town street,en,5,6,3
"let myself go to bed
new year's day is only a matter
for tomorrow",let myself go to bed,new year's day is only a matter,for tomorrow,en,6,9,4
"a handsaw is sounding
as if from a poor one
at midnight in this winter",a handsaw is sounding,as if from a poor one,at midnight in this winter,en,6,6,7
"old man's love affair
in trying to forget it
a winter rainfall",old man's love affair,in trying to forget it,a winter rainfall,en,5,"6,7",5
"in an old pond
a straw sandal is sinking
it is sleeting",in an old pond,a straw sandal is sinking,it is sleeting,en,4,7,4
"the poems which came from foreign countries
don`t need a visa
just a good translator is enough",the poems which came from foreign countries,don`t need a visa,just a good translator is enough,en,10,5,9
"o the joy of the strong-brawn'd fighter towering in the arena in
perfect condition conscious of power thirsting to meet his
opponent",o the joy of the strong-brawn'd fighter towering in the arena in,perfect condition conscious of power thirsting to meet his,opponent,en,"16,17",15,3
"o the joy of that vast elemental sympathy which only the human soul
is capable of generating and emitting in steady and limitless
floods",o the joy of that vast elemental sympathy which only the human soul,is capable of generating and emitting in steady and limitless,floods,en,20,20,1
"o the mother's joys
the watching the endurance the precious love the anguish the
patiently yielded life",o the mother's joys,the watching the endurance the precious love the anguish the,patiently yielded life,en,5,15,6
"o the old manhood of me my joy
my children and grand-children my white hair and beard
my largeness calmness majesty out of the long stretch of my life",o the old manhood of me my joy,my children and grand-children my white hair and beard,my largeness calmness majesty out of the long stretch of my life,en,9,10,16
"o while i live to be the ruler of life not a slave
to meet life as a powerful conqueror
no fumes no ennui no more complaints or scornful criticisms",o while i live to be the ruler of life not a slave,to meet life as a powerful conqueror,no fumes no ennui no more complaints or scornful criticisms,en,14,11,17
"dusk brings
cheeky possums
scampering loudly through the trees",dusk brings,cheeky possums,scampering loudly through the trees,en,2,4,8
"o those feet i cherish
those feet which bring her to me
on tip-toe when days are dark",o those feet i cherish,those feet which bring her to me,on tip-toe when days are dark,en,6,7,6
"living is a labor of hope my love
living is a serious business
like loving you",living is a labor of hope my love,living is a serious business,like loving you,en,10,9,4
"but hope no longer is enough for me
i no longer want to hear the song
i want to sing it",but hope no longer is enough for me,i no longer want to hear the song,i want to sing it,en,10,9,5
"looking in your eyes
i am drunk with the smell of warm earth
lost in a wheat field among the stalks",looking in your eyes,i am drunk with the smell of warm earth,lost in a wheat field among the stalks,en,5,"9,10",9
"your eyes
are like an eternal substance changing endlessly
pits without bottom with flashes of green",your eyes,are like an eternal substance changing endlessly,pits without bottom with flashes of green,en,2,13,10
"then the telephone
was closed down
like pitch darkness",then the telephone,was closed down,like pitch darkness,en,5,3,4
"and the young girls they say
are taken in the ruins
and in theater loges",and the young girls they say,are taken in the ruins,and in theater loges,en,6,7,7
"that i do feel upon my cheek the glow
of indignation when beneath the rod
a sable brother writhes in silent woe",that i do feel upon my cheek the glow,of indignation when beneath the rod,a sable brother writhes in silent woe,en,10,10,10
"the underground roads
are as the dead prefer them
always tortuous",the underground roads,are as the dead prefer them,always tortuous,en,5,7,5
"when he looked the cave in the eye
hercules
had a moment of doubt",when he looked the cave in the eye,hercules,had a moment of doubt,en,8,3,6
"leaning out over
the dreadful precipice
one contemptuous tree",leaning out over,the dreadful precipice,one contemptuous tree,en,5,6,6
"to the silver-sanded beaches of the pomeranian shore
and in the town of rambin a little boy and maid
plucked the meadow-flowers together and in the sea-surf played",to the silver-sanded beaches of the pomeranian shore,and in the town of rambin a little boy and maid,plucked the meadow-flowers together and in the sea-surf played,en,14,13,12
"she will not come she's one of us she's mine
the brown dwarf said
the day is set the cake is baked to-morrow we shall wed",she will not come she's one of us she's mine,the brown dwarf said,the day is set the cake is baked to-morrow we shall wed,en,"10,11",4,12
"haste
hither bring me precious gems the richest in your store
then when we pass the gate of glass you'll take your cap once more",haste,hither bring me precious gems the richest in your store,then when we pass the gate of glass you'll take your cap once more,en,1,13,14
"and flies to a high star
where a distant fire is burning
like a page of the iliad",and flies to a high star,where a distant fire is burning,like a page of the iliad,en,6,"8,9",8
"i am not yet born o hear me
let not the man who is beast or who thinks he is god
come near me",i am not yet born o hear me,let not the man who is beast or who thinks he is god,come near me,en,"8,9",13,3
"in time of silver rain when spring
and life
are new",in time of silver rain when spring,and life,are new,en,"8,9",2,2
"but this we know the obstacle that checked
and tripped the body shot the spirit on
further than target ever showed or shone",but this we know the obstacle that checked,and tripped the body shot the spirit on,further than target ever showed or shone,en,10,10,10
"lonely as a dry and used orchard
spread over the earth
for use and surrender",lonely as a dry and used orchard,spread over the earth,for use and surrender,en,9,5,6
"taken by tears like
an aging chorus girl
who has gotten her last check",taken by tears like,an aging chorus girl,who has gotten her last check,en,5,6,7
"continent city country society
the choice is never wide and never free
and here or there",continent city country society,the choice is never wide and never free,and here or there,en,11,10,4
"no
should we have stayed at home
wherever that may be",no,should we have stayed at home,wherever that may be,en,1,6,6
"i simply cannot trust
its not you its me
my trust cant be broken again",i simply cannot trust,its not you its me,my trust cant be broken again,en,6,5,8
"i shall go out in my slippers in the rain
and pick flowers in other people's gardens
and learn to spit",i shall go out in my slippers in the rain,and pick flowers in other people's gardens,and learn to spit,en,11,11,4
"but maybe i ought to practice a little now
so people who know me are not too shocked and surprised
when suddenly i am old and start to wear purple",but maybe i ought to practice a little now,so people who know me are not too shocked and surprised,when suddenly i am old and start to wear purple,en,12,13,"13,14"
"a weather in the flesh and bone
is damp and dry the quick and dead
move like two ghosts before the eye",a weather in the flesh and bone,is damp and dry the quick and dead,move like two ghosts before the eye,en,8,8,8
"one aged man  one man  can't keep a house
a farm a countryside or if he can
it's thus he does it of a winter night",one aged man  one man  can't keep a house,a farm a countryside or if he can,it's thus he does it of a winter night,en,"9,10",10,10
"all the christmases roll down toward the two-tongued sea like a cold and headlong moon bundling down the sky that was our street and they stop at the rim of the ice-edged fish-freezing waves and i plunge my hands in the snow and bring out whatever i can find
in goes my hand into that wool-white bell-tongued ball of holidays resting at the rim of the carol-singing sea and out come mrs
prothero and the firemen",all the christmases roll down toward the two-tongued sea like a cold and headlong moon bundling down the sky that was our street and they stop at the rim of the ice-edged fish-freezing waves and i plunge my hands in the snow and bring out whatever i can find,in goes my hand into that wool-white bell-tongued ball of holidays resting at the rim of the carol-singing sea and out come mrs,prothero and the firemen,en,"56,57,58,55",29,7
"let's call the police as well jim said
and the ambulance
and ernie jenkins he likes fires",let's call the police as well jim said,and the ambulance,and ernie jenkins he likes fires,en,9,5,"8,9"
"a form rose strange of mould
that he was hideous hopeless i could feel
rather than could behold",a form rose strange of mould,that he was hideous hopeless i could feel,rather than could behold,en,6,11,6
"mother exhausted having cooked the lunch
without help as usual
stifles a yawn",mother exhausted having cooked the lunch,without help as usual,stifles a yawn,en,10,7,4
"'turkey was nice' said auntie
'i was given too much' moaned grandpa belching loudly
'your problem is you never can refuse a second helping' said grandma 'so it's your own fault",'turkey was nice' said auntie,'i was given too much' moaned grandpa belching loudly,'your problem is you never can refuse a second helping' said grandma 'so it's your own fault,en,7,13,23
"and one hand holding and one hand
lifting he poured
another wine",and one hand holding and one hand,lifting he poured,another wine,en,8,4,4
"anne
who are you
merely a kid keeping alive",anne,who are you,merely a kid keeping alive,en,1,3,8
"'you may charge me with murder or want of sense
but the slightest approach to a false pretense
was never among my crimes",'you may charge me with murder or want of sense,but the slightest approach to a false pretense,was never among my crimes,en,11,11,7
"take bread away from me if you wish
take air away but
do not take from me your laughter",take bread away from me if you wish,take air away but,do not take from me your laughter,en,9,5,8
"maybe january light will consume
my heart with its cruel
ray stealing my key to true calm",maybe january light will consume,my heart with its cruel,ray stealing my key to true calm,en,10,"5,6",8
"in this part of the story i am the one who
dies the only one and i will die of love because i love you
because i love you love in fire and blood",in this part of the story i am the one who,dies the only one and i will die of love because i love you,because i love you love in fire and blood,en,"12,13",16,"10,11"
"give me what all you have
every naked bit of yours
i want to see all of yours",give me what all you have,every naked bit of yours,i want to see all of yours,en,6,"8,7",7
"come on me
and make me wet
juices flowing",come on me,and make me wet,juices flowing,en,3,4,4
"your two great eyes will slay me suddenly
their beauty shakes me who was once serene
straight through my heart the wound is quick and keen",your two great eyes will slay me suddenly,their beauty shakes me who was once serene,straight through my heart the wound is quick and keen,en,10,10,10
"believe me i loved you all
believe me i knew you though faintly and i loved i loved you
all",believe me i loved you all,believe me i knew you though faintly and i loved i loved you,all,en,7,15,1
"do not go gentle into that good night
old age should burn and rave at close of day
rage rage against the dying of the light",do not go gentle into that good night,old age should burn and rave at close of day,rage rage against the dying of the light,en,10,10,10
"though wise men at their end know dark is right
because their words had forked no lightning they
do not go gentle into that good night",though wise men at their end know dark is right,because their words had forked no lightning they,do not go gentle into that good night,en,10,10,10
"good men the last wave by crying how bright
their frail deeds might have danced in a green bay
rage rage against the dying of the light",good men the last wave by crying how bright,their frail deeds might have danced in a green bay,rage rage against the dying of the light,en,10,10,10
"wild men who caught and sang the sun in flight
and learn too late they grieved it on its way
do not go gentle into that good night",wild men who caught and sang the sun in flight,and learn too late they grieved it on its way,do not go gentle into that good night,en,10,10,10
"grave men near death who see with blinding sight
blind eyes could blaze like meteors and be gay
rage rage against the dying of the light",grave men near death who see with blinding sight,blind eyes could blaze like meteors and be gay,rage rage against the dying of the light,en,10,11,10
"all points south
am i embarrassing you
i'm in paris with you",all points south,am i embarrassing you,i'm in paris with you,en,3,"8,7",6
"but all they want to do
is tie the poem to a chair with rope
and torture a confession out of it",but all they want to do,is tie the poem to a chair with rope,and torture a confession out of it,en,6,10,10
"i never turned anyone into a pig
some people are pigs i make them
look like pigs",i never turned anyone into a pig,some people are pigs i make them,look like pigs,en,11,8,3
"broken hearts i treat
n your breathing let me live
let me come let me go",broken hearts i treat,n your breathing let me live,let me come let me go,en,5,7,6
"let the sadness
me to blow
how the chance became dance",let the sadness,me to blow,how the chance became dance,en,4,3,6
"god creation god draw
words from the heart
from the feeling i will sew",god creation god draw,words from the heart,from the feeling i will sew,en,6,4,7
"all that our fathers taught us of old pleases us no more
all that our own hearts bid us believe we doubt where we do not deny
there is nor proof in the bread we eat nor rest in the toil we ply",all that our fathers taught us of old pleases us no more,all that our own hearts bid us believe we doubt where we do not deny,there is nor proof in the bread we eat nor rest in the toil we ply,en,"16,17,14,15","17,18,19",16
"so we come down uneasy to look uneasily pacing the beach
these are the dykes our fathers made: we have never known a breach
time and again has the gale blown by and we were not afraid",so we come down uneasy to look uneasily pacing the beach,these are the dykes our fathers made: we have never known a breach,time and again has the gale blown by and we were not afraid,en,17,"16,15",15
"walking along the wreck of the dykes watching the works of the sea
these were the dykes our fathers made to our great profit and ease
but the peace is gone and the profit is gone with the old sure days withdrawn",walking along the wreck of the dykes watching the works of the sea,these were the dykes our fathers made to our great profit and ease,but the peace is gone and the profit is gone with the old sure days withdrawn,en,16,"16,17,15",18
"tell me do our masters know
loosing blindly as they fly
old men love while young men die",tell me do our masters know,loosing blindly as they fly,old men love while young men die,en,"8,7",7,7
"then you drive out where the storm-clouds swallow
and the sound of your oar-blades falling hollow
is all we have left through the months to follow",then you drive out where the storm-clouds swallow,and the sound of your oar-blades falling hollow,is all we have left through the months to follow,en,9,10,11
"no doubt but ye are the people-absolute strong and wise
whatever your heart has desired ye have not withheld from your eyes
on your own heads in your own hands the sin and the caving lies",no doubt but ye are the people-absolute strong and wise,whatever your heart has desired ye have not withheld from your eyes,on your own heads in your own hands the sin and the caving lies,en,11,17,15
"and shall this dawn restore us virgil mine
to dawn
beneath what sky",and shall this dawn restore us virgil mine,to dawn,beneath what sky,en,"10,11",2,4
"when you come to london town
bring your flowers and lay them down
at the place of grieving",when you come to london town,bring your flowers and lay them down,at the place of grieving,en,7,8,6
"when you come to london town
bow your head and mourn your own
with the others grieving",when you come to london town,bow your head and mourn your own,with the others grieving,en,7,7,6
"but long ago before that time
did taffy and her daddy climb
that down and had their home on it",but long ago before that time,did taffy and her daddy climb,that down and had their home on it,en,8,8,8
"the skippers say i'm crazy but i can prove 'em wrong
for i am in charge of the lower deck with all that doth belong
which they would not give to a lunatic and the competition so strong",the skippers say i'm crazy but i can prove 'em wrong,for i am in charge of the lower deck with all that doth belong,which they would not give to a lunatic and the competition so strong,en,13,"16,17",18
"a much-discerning public hold
the singer generally sings
and prints and sells his past for gold",a much-discerning public hold,the singer generally sings,and prints and sells his past for gold,en,5,"8,7",8
"we shall lift up the ropes that constrained our youth to bind on our children's hands
we shall call to the waters below the bridges to return and to replenish our lands
we shall harness and scholarly plough the sands",we shall lift up the ropes that constrained our youth to bind on our children's hands,we shall call to the waters below the bridges to return and to replenish our lands,we shall harness and scholarly plough the sands,en,"18,19,20","22,23",11
"we shall lie down in the eye of the sun for lack of a light on our way
we shall rise up when the day is done and chirrup behold it is day
we shall abide till the battle is won ere we amble into the fray",we shall lie down in the eye of the sun for lack of a light on our way,we shall rise up when the day is done and chirrup behold it is day,we shall abide till the battle is won ere we amble into the fray,en,"18,19",17,18
"and learned us how to camp and cook an' steal a horse and scout
what ever game we fancied most you joyful played it too
and rather better of the whole",and learned us how to camp and cook an' steal a horse and scout,what ever game we fancied most you joyful played it too,and rather better of the whole,en,"16,14,15",14,8
"the same old work the same old scoff the same old dust and sun
the same old chance that laid us out or winked an' let us through
the same old life the same old death",the same old work the same old scoff the same old dust and sun,the same old chance that laid us out or winked an' let us through,the same old life the same old death,en,14,"16,14,15",8
"it is gone gone gone with lost atlantis
in seventeen ninety-three 'twas there for all to see
but it's not in philadelphia this morning",it is gone gone gone with lost atlantis,in seventeen ninety-three 'twas there for all to see,but it's not in philadelphia this morning,en,10,12,12
"it is gone gone gone with thebes the golden
in seventeen ninety-four 'twas a famous dancing floor
but it's not in philadelphia this morning",it is gone gone gone with thebes the golden,in seventeen ninety-four 'twas a famous dancing floor,but it's not in philadelphia this morning,en,10,13,12
"he is gone gone gone with martin luther
in seventeen ninety-five he was  alive
but he's not in philadelphia this morning",he is gone gone gone with martin luther,in seventeen ninety-five he was  alive,but he's not in philadelphia this morning,en,10,10,12
"never mind
brother thy tail hangs down behind
this is the way of the monkey-kind",never mind,brother thy tail hangs down behind,this is the way of the monkey-kind,en,3,8,8
"a smith makes me
to betray my man
in my first fight",a smith makes me,to betray my man,in my first fight,en,4,5,4
"to gather gold
at the world's end
i am sent",to gather gold,at the world's end,i am sent,en,4,4,"3,4"
"the gold i gather
comes into england
out of deep water",the gold i gather,comes into england,out of deep water,en,5,5,5
"like a shining fish
then it descends
into deep water",like a shining fish,then it descends,into deep water,en,5,4,5
"it is not given
for goods or gear
but for the thing",it is not given,for goods or gear,but for the thing,en,5,4,4
"best take 'im for a new love
the dead they cannot rise an' you'd better dry your eyes
an' you'd best take 'im for your true love",best take 'im for a new love,the dead they cannot rise an' you'd better dry your eyes,an' you'd best take 'im for your true love,en,7,13,9
"allah divides the companions
(yet he said-yet he said: cease
not from singing",allah divides the companions,(yet he said-yet he said: cease,not from singing,en,8,5,4
"song of the dead in the west in the barrens the pass that betrayed them
where the wolverine tumbles their packs from the camp and the grave-rnound they made them
hear now the song of the dead",song of the dead in the west in the barrens the pass that betrayed them,where the wolverine tumbles their packs from the camp and the grave-rnound they made them,hear now the song of the dead,en,17,18,7
"through the naked words and mean
may ye see the truth between
as the singer knew and touched it in the ends of all the earth",through the naked words and mean,may ye see the truth between,as the singer knew and touched it in the ends of all the earth,en,7,7,15
"but after this was ordained
there came dark israel
for whom no river remained",but after this was ordained,there came dark israel,for whom no river remained,en,7,"5,6",7
"but we hold it in all disaster
if only you stand by your master
the gods will stand by you",but we hold it in all disaster,if only you stand by your master,the gods will stand by you,en,9,9,6
"and it all goes into laundry
but it never comes out in the wash
for fear o' stellenbosch",and it all goes into laundry,but it never comes out in the wash,for fear o' stellenbosch,en,8,9,6
"s
o
's till we was sick",s,o,'s till we was sick,en,1,1,5
"to him who bade the heavens abide yet cease not from their motion
to him who tames the moonstruck tide a day round the ocean
let his names be magnified in all poor folks' devotion",to him who bade the heavens abide yet cease not from their motion,to him who tames the moonstruck tide a day round the ocean,let his names be magnified in all poor folks' devotion,en,16,14,14
"not for voices harps or wings or rapt illumination
but the grosser self that springs of use and occupation
unto which the spirit clings as her last salvation",not for voices harps or wings or rapt illumination,but the grosser self that springs of use and occupation,unto which the spirit clings as her last salvation,en,14,"14,15",13
"he shall guide us through this dark not by new-blown glories
but by every ancient mark our fathers used before us
till our children ground their ark where the proper shore is",he shall guide us through this dark not by new-blown glories,but by every ancient mark our fathers used before us,till our children ground their ark where the proper shore is,en,"12,13","16,17,14,15","13,14"
"we'd stolen wills for ballast and a crew of missing heirs
they shipped as able bastards till the wicked nurse confessed
and they worked the old three-decker to the islands of the blest",we'd stolen wills for ballast and a crew of missing heirs,they shipped as able bastards till the wicked nurse confessed,and they worked the old three-decker to the islands of the blest,en,14,14,13
"i left the lovers loving and parents signing cheques
in endless english comfort by county-folk caressed
i left the old three-decker at the islands of the blest",i left the lovers loving and parents signing cheques,in endless english comfort by county-folk caressed,i left the old three-decker at the islands of the blest,en,13,12,12
"the dogberry and the waterbury made
it fifty mile five pounds
and juan paid",the dogberry and the waterbury made,it fifty mile five pounds,and juan paid,en,11,6,3
"sing oak and ash and thorn good sirs
england shall bide ti judgment tide
by oak and ash and thorn",sing oak and ash and thorn good sirs,england shall bide ti judgment tide,by oak and ash and thorn,en,8,8,6
"what truce with dawn
look from the aching sky
day stalks a tyrant with a flaming sword",what truce with dawn,look from the aching sky,day stalks a tyrant with a flaming sword,en,4,6,10
"to-tschin-shu is condemned to death
how can he drink tea with the executioner
japanese proverb",to-tschin-shu is condemned to death,how can he drink tea with the executioner,japanese proverb,en,6,12,5
"now the
days are over
age and winter close us slowly round",now the,days are over,age and winter close us slowly round,en,2,4,"9,10"
"when i was down beside the sea
a wooden spade they gave to me
to dig the sandy shore",when i was down beside the sea,a wooden spade they gave to me,to dig the sandy shore,en,8,8,6
"my holes were empty like a cup
in every hole the sea came up
till it could come no more",my holes were empty like a cup,in every hole the sea came up,till it could come no more,en,8,"8,9",6
"one more touch of the bow smell of the virginal
green - one more and my bosom
feels new life with an ecstasy",one more touch of the bow smell of the virginal,green - one more and my bosom,feels new life with an ecstasy,en,12,7,8
"and now the morn has dawned the morn has died
the day has come and gone and once more night
about my lone life settles wild and wide",and now the morn has dawned the morn has died,the day has come and gone and once more night,about my lone life settles wild and wide,en,10,10,10
"i was made all things to all men
but now my course is done
and now is my reward",i was made all things to all men,but now my course is done,and now is my reward,en,8,6,6
"ah christ when i stand at thy throne
with those i have drawn to the lord
restore me my self again",ah christ when i stand at thy throne,with those i have drawn to the lord,restore me my self again,en,8,8,7
"but now i pause at whiles in what i do
and count the bell and tremble lest i hear
the sunset gun too soon",but now i pause at whiles in what i do,and count the bell and tremble lest i hear,the sunset gun too soon,en,10,10,6
"fain would i eat but alas
i have needful matter in hand
since i carry my tribute of fish to the jealous king of the land",fain would i eat but alas,i have needful matter in hand,since i carry my tribute of fish to the jealous king of the land,en,7,8,17
"and sure he was none that she knew none of her country or clan
a stranger mother-naked and marred with the marks of fire
but comely and great of stature a man to obey and admire",and sure he was none that she knew none of her country or clan,a stranger mother-naked and marred with the marks of fire,but comely and great of stature a man to obey and admire,en,15,"12,13",16
"note  covered an oven
the cooking fire is made in a
hole in the ground and is then buried",note  covered an oven,the cooking fire is made in a,hole in the ground and is then buried,en,6,"8,9",9
"lo
her lips summoning part
i am not whom she calls",lo,her lips summoning part,i am not whom she calls,en,1,6,"6,7"
"r
l
s",r,l,s,en,1,1,1
"this hast thou done and i  can i be base
i must arise o father and to port
some lost complaining seaman pilot home",this hast thou done and i  can i be base,i must arise o father and to port,some lost complaining seaman pilot home,en,10,10,10
"bright were your eyes in the night
we have lived my love
o we have loved my love",bright were your eyes in the night,we have lived my love,o we have loved my love,en,7,5,6
"for when our souls have learned the heat to bear
the cloud will vanish we shall hear his voice
and round my golden tent like lambs rejoice",for when our souls have learned the heat to bear,the cloud will vanish we shall hear his voice,and round my golden tent like lambs rejoice,en,"10,11,12",10,10
"mock on mock on voltaire rousseau
you throw the sand against the wind
and the wind blows it back again",mock on mock on voltaire rousseau,you throw the sand against the wind,and the wind blows it back again,en,8,8,8
"they stumble all night over bones of the dead
and feel they know not what but care
and wish to lead others when they should be led",they stumble all night over bones of the dead,and feel they know not what but care,and wish to lead others when they should be led,en,11,8,11
"the humblest of thy pilgrim passing by
would gladly woo thine echoes with his string
though from thy heights no more one muse will wave her wing",the humblest of thy pilgrim passing by,would gladly woo thine echoes with his string,though from thy heights no more one muse will wave her wing,en,11,10,12
"tribes of the wandering foot and weary breast
how shall ye flee away and be at rest
the wild-dove hath her nest the fox his cave",tribes of the wandering foot and weary breast,how shall ye flee away and be at rest,the wild-dove hath her nest the fox his cave,en,11,10,9
"a soldier's grave for thee the best
then look around and choose thy ground
and take thy rest",a soldier's grave for thee the best,then look around and choose thy ground,and take thy rest,en,8,8,4
"farewell to others bur never we part
bright is the diadem boundless the sway
or kingly the death that awaits us to-day",farewell to others bur never we part,bright is the diadem boundless the sway,or kingly the death that awaits us to-day,en,10,10,"10,11"
"x
like the kingdom of heaven the fountain of youth is within us
if we seek it elsewhere old shall we grow in the search",x,like the kingdom of heaven the fountain of youth is within us,if we seek it elsewhere old shall we grow in the search,en,1,"16,17",13
"xi
if you would hit the mark you must aim a little above it
every arrow that flies feels the attraction of earth",xi,if you would hit the mark you must aim a little above it,every arrow that flies feels the attraction of earth,en,1,15,"13,14"
"fairer seems the ancient city and the sunshine seems more fair
that he once has trod its pavement that he once has breathed its
air",fairer seems the ancient city and the sunshine seems more fair,that he once has trod its pavement that he once has breathed its,air,en,15,14,1
"rose a nurse of ninety years
set his child upon her knee
like summer tempest came her tears",rose a nurse of ninety years,set his child upon her knee,like summer tempest came her tears,en,7,7,8
"behold we know not anything
i can but trust that good shall fall
and every winter change to spring",behold we know not anything,i can but trust that good shall fall,and every winter change to spring,en,8,8,"8,9,10"
"my sisters crying  :stay for shame
my father raves of death and wreck
they are all to blame they are all to blame",my sisters crying  :stay for shame,my father raves of death and wreck,they are all to blame they are all to blame,en,7,8,10
"but what of names
we are together always
all on your knees",but what of names,we are together always,all on your knees,en,4,7,4
"there speaks a neighbor through the fences light
with a sweet girl and only bees can hear
the gentlest talking of this kind",there speaks a neighbor through the fences light,with a sweet girl and only bees can hear,the gentlest talking of this kind,en,10,10,9
"and honor rites of our meetings sad
when our speech just as a bud to blossom
is cut by wind the cold and mad",and honor rites of our meetings sad,when our speech just as a bud to blossom,is cut by wind the cold and mad,en,"9,10","10,11",8
"which had been lighted so early
the snow flakes in their by-falls
shine brighter and more festive-fairly",which had been lighted so early,the snow flakes in their by-falls,shine brighter and more festive-fairly,en,8,6,7
"hail
hail to thee o immovable pain
the young grey-eyed king had been yesterday slain",hail,hail to thee o immovable pain,the young grey-eyed king had been yesterday slain,en,1,9,10
"i don't like flowers - they do remind me often
of funerals of weddings and of balls
their presence on tables for a dinner calls",i don't like flowers - they do remind me often,of funerals of weddings and of balls,their presence on tables for a dinner calls,en,12,10,11
"now you're here but afar in the morn
why of this only one of all pages
had i once bent a corner for long",now you're here but afar in the morn,why of this only one of all pages,had i once bent a corner for long,en,9,10,9
"every time this book opens mere
in the same place and it's very strange
as if years had not passed from that edge",every time this book opens mere,in the same place and it's very strange,as if years had not passed from that edge,en,"8,9",9,9
"i now stride where none need any more
where just a shadow is the best of mates
from the wild garden waves a wind remote",i now stride where none need any more,where just a shadow is the best of mates,from the wild garden waves a wind remote,en,9,10,10
"that is why my dreams as i have found
suddenly would spread such extent out
and lead me after the morning star",that is why my dreams as i have found,suddenly would spread such extent out,and lead me after the morning star,en,9,9,9
"i'll come once more
let fences blossom
and pools be clear ones and full",i'll come once more,let fences blossom,and pools be clear ones and full,en,4,5,7
"why are you so pale and upset
that's because i today made him crazy
with the sour wine of regret",why are you so pale and upset,that's because i today made him crazy,with the sour wine of regret,en,8,10,"8,7"
"can't forget
he got out astound
with his mouth distorted by pain",can't forget,he got out astound,with his mouth distorted by pain,en,3,5,8
"my lips are opened a bit
and breath is fast as if in fever
the date that didn't happen ever",my lips are opened a bit,and breath is fast as if in fever,the date that didn't happen ever,en,7,9,"8,9"
"in cloudy darkness the bored crescent-sable
had sent to our room its grim shine
six sets are installed on the white of the table",in cloudy darkness the bored crescent-sable,had sent to our room its grim shine,six sets are installed on the white of the table,en,9,"8,9",12
"but still not a single bard said the word
there is no wisdom and no the old
and death is a tale just twice told",but still not a single bard said the word,there is no wisdom and no the old,and death is a tale just twice told,en,10,9,8
"don't forget
like a wife of the rebel of old
on the red square i'll wail without end",don't forget,like a wife of the rebel of old,on the red square i'll wail without end,en,3,9,9
"i was ne'er able to endure such pain
let all that was be with a black cloth muffled
and let the lanterns be got out",i was ne'er able to endure such pain,let all that was be with a black cloth muffled,and let the lanterns be got out,en,10,11,8
"and looks strait into my red eyes
and threads with death that's coming fast
the immense blazing star",and looks strait into my red eyes,and threads with death that's coming fast,the immense blazing star,en,8,8,6
